"","staff","process_1","process_2","process_3","process_4","process_5","process_6","process_7","process_8","process_9","process_10","process_11","COD","pH","Cr6","water","N","P","Fe","Cu","Cr","Zn","Ni","NH3N","HW17"
"2351","3","1","0","1","1","0","0","0","0","0","0","1",457.19636324627,7.473833334,0.0643061917733194,19662.2065776016,90.1830578305765,1.42249246908793,11.9935365546867,0.736316395930179,0.32900300507278,2.2266655433191,0.298456364385128,9.14273103258754,56.0937206700072
"2361","3","0","1","1","0","0","0","0","0","1","1","0",76.0865131613849,7.15812011824556,0.0209924656359234,6418.63853000061,29.4398519074181,0.0776062524747155,3.91523583737908,0.240367161602804,0.022675296926721,0.726884909812241,0.161395019887138,3.31878203473446,137.76340100046
"23710","3","0","1","1","0","0","0","0","0","1","1","0",106.918475200673,7.6605,0.0150384395581634,4598.14057040095,21.0899206715254,0.332659526751998,2.80476999286418,0.05643952479304,0.0862422888162894,0.154418244645874,0.0955509912474081,2.13808975667282,81.4684536655672
"2387","4","0","1","1","0","0","0","0","0","1","1","0",663.270212705041,6.8314753010339,0.027889277844033,8903.26838138171,40.8359033423667,0.644120595647947,5.43080830509048,0.333412349407827,0.148976262364986,1.00825921306299,0.128949808954408,6.47917276110529,110.538132209968
"239","4","0","1","1","0","0","0","0","0","1","1","0",22.7746095494553,7.18708953652455,0.00680528526678754,2080.77832309064,2.03081187737431,0.421294023066862,1.26923144556261,0.0779216307313796,0.0272621427386005,0.235639747882382,0.0232103878372155,0.0457277657650411,128.7374396724
"2401","4","1","0","1","1","0","0","0","0","0","0","1",133.656586626352,7.473833334,0.0235803525644198,7209.90855544899,31.9133382670382,0.293911487349069,4.39789407535098,0.374009234961098,0.120641677001702,2.1487751506367,0.109440569766323,1.16493446462268,73.6058843040001
"241","4","0","1","1","0","0","0","0","0","1","1","0",147.681613845641,7.47384390851847,0.0210820594454229,6446.03249469301,29.5654975904139,0.447247225729983,3.93194558511849,0.241393019473512,0.426081562337391,0.729987165807489,0.0323539369103226,3.01109063339223,77.8555547489272
"2426","2","0","1","1","0","0","0","0","0","1","1","0",58.239657149926,7.473833334,0.00819160203228407,2504.65721516166,11.4879093327173,0.181203264895057,1.52778874298528,0.0804899881876596,0.0135814931701078,0.132426059232751,0.00923753410340232,1.16464076133985,102.107333415241
"243","4","0","1","1","0","0","0","0","0","1","1","0",2073.19738538413,7.473833334,0.151753380409561,46399.9844738871,212.819068253973,3.35687798822079,28.3030242667097,1.73760097546803,0.776399853973272,5.25461098348075,0.704314167778622,21.5755325426448,113.293861022382
"244","4","0","1","1","0","0","0","0","0","1","1","0",31.3866513810929,7.35995018834714,0.00466784821056273,1427.23728777096,6.54619421062929,0.0690918418770594,0.870585023852214,0.036499753644725,0.0238816203600876,0.139975681868075,0.0216643054806803,0.458716729203329,131.019552194338
"2454","4","0","1","1","0","0","0","0","0","1","1","0",40.7342734189398,7.06962828385464,0.00657262748058932,2009.64105909046,7.23429367998983,0.0696155935950726,1.22583919586749,0.0752576604505699,0.00560960729102604,0.227583739450861,0.0242966193257964,0.540042063639334,131.581416039109
"2461","4","1","0","1","1","0","0","0","0","0","0","1",203.371843964937,7.28791559269703,0.0276858945879814,8465.2156371708,38.8267221355799,0.53432627331688,5.16360525331771,0.317008013987185,0.109370412027599,0.958651507161841,0.164533438470722,10.4981751176153,49.4841596650716
"247","2","1","0","1","1","0","0","0","0","0","0","1",0.857252561354982,7.473833334,0.000120575153510976,36.8670407458441,0.169095083709377,0.00221376287740158,0.0224881272257147,0.00138060845722449,0.000616887670929473,0.00417504342467122,0.000559611962195436,0.0171428080624645,49.0316393407481
"248","4","1","0","1","1","0","0","0","0","0","0","1",43.4235589809461,7.66954997956718,0.0110192866677715,3369.24780498805,15.4534572900393,0.0235613507801909,2.05517099740294,0.126172634567604,0.0229157379965587,0.381553716202838,0.0145878393235616,0.440296618882612,74.4883655275777
"2493","4","0","1","1","0","0","0","0","0","1","1","0",1728.07554694574,7.473833334,0.0498821170777142,15251.9135608764,69.9547223896218,1.1034230609637,9.30334965642806,0.571158378185288,0.255206625629057,1.72721765770486,0.0120635955482185,7.09198852477359,181.349011293966
"2501","3","0","1","1","0","0","0","0","0","1","1","0",38.5295744220875,7.80304659100876,0.00617797377972892,1888.97202980498,8.66399572585294,0.0299717361298688,1.15223360075742,0.0707388094291672,0.0725210202102627,0.213918459329519,0.0204752482104988,0.93057970361687,133.479862331646
"2511","4","0","1","1","0","0","0","0","0","1","1","0",424.493184647611,7.46354521730589,0.289766610128425,18255.7722637296,83.7322789449232,1.32074182256903,11.1356409136177,0.683647808470987,0.305469475517383,2.06739253346728,0.277107830954223,8.4887530262482,152.605858211352
"2523","2","1","0","1","1","0","0","0","0","0","0","1",31.5983699962546,7.473833334,0.0134089227819317,1358.92086700891,6.23285279070582,0.0983132130078465,0.828913429790743,0.0508892888739765,0.0227384984180717,0.153892303776534,0.0217289410561323,0.631884724491845,66.8792249842296
"2533","3","0","1","1","0","0","0","0","0","1","1","0",6.92935495170136,7.95429882815962,0.00105672765188156,323.097409029009,1.48192483907702,0.0233749769108321,0.197082691215078,0.0120994518730854,0.00540631203016117,0.0365894772921834,0.001104445724867,0.150237090306981,48.918809252372
"2543","3","1","0","1","1","0","0","0","0","0","0","1",67.4188190176059,8.05283902950467,0.0175099413798819,5353.82475333351,24.5559563980038,0.387330656739791,3.26572160816663,0.200491685958138,0.0895842707199783,0.152293447162956,0.0812667221526683,2.48947540620051,75.351908814162
"2552","2","1","0","1","1","0","0","0","0","0","0","1",44.7952018778059,7.473833334,0.0064611657966487,1926.46438988523,8.83595891492655,0.139373018975654,1.17510315973222,0.0721428348565389,0.0322350683678662,0.218164317139042,0.0152191944368276,0.895786833048183,61.0721321405263
"256","4","1","0","1","1","0","0","0","0","0","0","1",149.739835072289,6.86070157396204,0.0205765259158023,6291.46112749172,28.8565375655479,0.455165396990209,3.83766027052641,0.235604582810799,0.105273515521639,0.712482582353702,0.095499281706342,3.01478019825205,53.1728714616643
"2571","2","1","0","1","1","0","0","0","0","0","0","1",69.8724620434428,7.7235874983659,0.0395293417069892,2996.60985514679,9.25492658322602,0.402161141771195,1.82786960828758,0.0847940125916392,0.0430326018263085,0.28992379232527,0.0113598649319422,1.36126328462279,48.3823578224052
"2584","5","1","0","1","1","0","0","0","0","0","0","1",111.73656602396,7.29974680184059,0.0166599101524465,5093.92003384978,23.3638723736821,0.368527451768044,3.10718514153114,0.190758693414573,0.0852353472716176,0.576865885987264,0.0773215786668557,1.3696940115923,79.4517054906227
"259","5","1","0","1","1","0","0","0","0","0","0","1",67.612775857984,7.5598104959775,0.0158575707400529,4848.59723576844,22.2386700713231,0.350779198081776,2.95754334358705,0.181571769265088,0.0811304187739973,0.549084069118064,0.0735977772840181,2.25454962223628,44.3689918574043
"260","3","0","1","1","0","0","0","0","0","1","1","0",263.293120489573,7.21432498686453,0.0135153613277909,4132.44538593071,21.1873763486793,3.31336118300771,2.52070562882012,0.15475309306911,0.142195950452386,0.467982762510097,0.0901854629977606,71.3949333486748,122.610157986998
"261","4","1","0","1","1","0","0","0","0","0","0","1",28.9562861599028,7.1214740190207,0.00369060681359888,1128.43686913233,5.17571041856742,0.0816384945155888,0.688322990678552,0.0422580525639421,0.0188818648133622,0.127790921496337,0.000361415121938672,0.524711951128819,49.7310076704649
"262","4","0","1","1","0","0","0","0","0","1","1","0",196.468684507375,7.60077815478281,0.0414678261299407,12679.1671798905,58.1545139718262,2.17320257775998,7.73402794070708,0.474813376106514,0.0390290387158748,1.43586451331182,0.253805946393404,5.07462886326131,98.016954429446
"263","3","1","0","1","1","0","0","0","0","0","0","1",14.229734786846,7.473833334,0.0015372155348279,611.964589934474,2.8068486508273,0.0442735161372833,0.373285655912222,0.0229170391100835,0.0102398572066165,0.0693025197038225,0.020768303125378,0.284557464297899,58.8663376446823
"264","2","1","0","1","1","0","0","0","0","0","0","1",80.4359182563309,7.39945165215658,0.0294795959232219,3589.42754326679,15.4428512940424,0.24299344001228,2.18947605317357,0.134417993649004,0.0936706365070228,0.406488183414215,0.0897850785150001,1.63996327989119,46.102123052001
"265","5","0","1","1","0","0","0","0","0","1","1","0",174.548803879592,7.29730880436939,0.0146481618334429,4478.80942216469,20.5425941187261,0.324026332131099,2.73198047757294,0.167723840822676,0.0749428476195702,0.507207091752492,0.0679846975422961,1.52418452026181,132.936686335696
"266","1","1","0","1","1","0","0","0","0","0","0","1",6.39816160672556,7.32452148280039,0.00182831279787137,559.02345056925,2.56402779464876,0.027583393724759,0.340992663351166,0.0209344829189793,0.00935400602592739,0.0633071499983582,0.00848552308437854,0.0654341424837299,62.2765449030679
"267","4","1","0","1","1","0","0","0","0","0","0","1",93.0552301290603,7.52077057814319,0.0246668364615429,7389.33163767215,5.46707341402228,0.0915737582932469,4.50733841912586,0.281496272359895,0.151602076413954,1.69363239904258,0.0833118052483538,1.78663869641999,64.5314787693331
"268","4","0","1","1","0","0","0","0","0","1","1","0",261.598851161509,7.473833334,0.0363782711414855,11122.9892851835,51.016918274975,0.804709706936993,6.78479183173556,0.416537144491909,0.39093696970462,1.25963364752275,0.391877284656225,5.17207969030412,275.504300037949
"269","4","0","1","1","0","0","0","0","0","1","1","0",49.3098705099159,7.07075520258862,0.00341494094819309,1044.1493858484,4.78911581386143,0.075540587773693,0.636909381045372,0.0391016290245437,0.017471502304403,0.118245703759422,0.0158493416258887,0.577496858318082,149.881812808143
"270","2","1","0","1","1","0","0","0","0","0","0","1",13.3467369160437,7.473833334,0.00187726308772626,573.990345353726,2.6326752445468,0.0415262110331087,0.350122157371237,0.0214949675825593,0.00960444292013731,0.0650020903493849,0.008712708529976,0.266899816862251,58.6238806955749
"271","4","0","1","1","0","0","0","0","0","1","1","0",194.748714890752,7.473833334,0.0273920556522146,8375.37165893018,38.4146420021633,0.605929098205338,5.10880229803785,0.313643509350762,0.856991280880757,0.948477039757844,0.346601743823849,3.89446474736254,149.108253878625
"272","4","0","1","1","0","0","0","0","0","1","1","0",1124.16062902243,7.22718454967302,0.0111988226408986,8572.32858769629,39.3180084745538,0.534460976234404,5.22894192280644,0.321019213455866,0.118748856069333,0.970781616930347,0.0494268380584912,3.55385541708077,111.01309619159
"273","4","1","0","1","1","0","0","0","0","0","0","1",69.9295675574994,7.41154125954753,0.00948013372315726,2898.63770886406,13.2949479036026,0.144466067302866,1.7681086392463,0.108549081722021,0.030476200558314,0.32825902254012,0.0863212208877786,0.731860632078917,71.4601876333263
"274","4","0","1","1","0","0","0","0","0","1","1","0",192.231824891483,7.32918319811073,0.0554691088491581,16960.1875015344,12.4055181230664,1.03034281245696,10.3453611886225,1.12332947627035,0.0809161993217994,0.623435964360185,0.0237436847667425,9.98654634648934,108.857326203734
"275","3","0","1","1","0","0","0","0","0","1","1","0",19.9749419379011,7.92625271929255,0.00316150432830587,966.658959470269,4.43369672180577,0.069934423738959,0.58964183485424,0.0361997436140637,0.0161748734564725,0.109470226338414,0.00330426916430847,0.449486828411772,60.5122982415394
"276","2","1","0","1","1","0","0","0","0","0","0","1",49.3462070905642,7.473833334,0.00694070889537007,2122.18511683575,9.73365539458719,0.153532734296417,1.29448872748687,0.0794722453502896,0.0355100164904005,0.240328899434885,0.0322130500457427,0.986795030075905,65.5500299118035
"277","3","0","1","1","0","0","0","0","0","1","1","0",97.1752544447764,7.68247239797155,0.0136680235999742,4179.12319654289,19.1680474688322,0.30234507276912,2.54917812136373,0.0489756773324645,0.0871684560926478,0.221181828264433,0.0560903512253426,1.94325083433649,231.472256034991
"278","4","0","1","1","0","0","0","0","0","1","1","0",215.122248526567,7.473833334,0.0302576609759391,9251.55672544231,42.4333694194631,0.669318049812583,5.64325694193423,0.346455158586388,0.690499800844622,1.04770146205703,0.0413757383346003,4.30188211229477,100.405202666094
"279","4","0","1","1","0","0","0","0","0","1","1","0",107.014766722784,7.57207146184868,0.0167054777958644,5107.85275714199,23.427776469915,0.278559079840848,3.1156838123453,0.19128045045967,0.0127717896306589,0.578443711026793,0.120135351940186,1.5435700174669,90.3764451588504
"280","4","1","0","1","1","0","0","0","0","0","0","1",78.6508368829805,7.12776613915024,0.00397771777759886,1216.2235941912,5.57835471353212,0.0879895596483792,0.741871065296681,0.0455455175803763,0.0203507786578396,0.137732413367521,0.0140679562540949,0.565531907904611,59.5219203925133
"281","4","1","0","1","1","0","0","0","0","0","0","1",101.318058435761,7.555967742,0.0242293263484314,7408.33827115855,33.9792279189532,0.0733313894883178,4.51893206923321,0.277429743710958,0.0214222843859117,0.838964411376616,0.112452571856328,1.0547723101157,61.1341657685582
"282","2","0","1","1","0","0","0","0","0","1","1","0",72.5470276129665,7.473833334,0.0102039812975072,3119.96060806194,14.3100718028549,0.225718332144778,1.90311099910666,0.111497841913897,0.0413358851741244,0.319788537770032,0.0356986408312081,1.45075073618674,100.926779940148
"283","5","0","1","1","0","0","0","0","0","1","1","0",759.410176055887,7.52121367855308,0.0646677134366383,19772.7450981829,90.6900559536627,2.79404300500192,12.0609627460459,0.284664610574556,0.330852619386575,0.197567588226957,0.782378281389484,22.0732701445044,266.068466848899
"2842","4","0","1","1","0","0","0","0","0","1","1","0",19.3900660491565,7.44018322754314,0.00261487695734784,799.522666630335,3.66710616130643,0.0191904363884411,0.487692176896905,0.0299407722767728,0.0133782214761921,0.0905427149052189,0.0121361058613152,0.197469096707585,160.991274953154
"2855","4","1","0","1","1","0","0","0","0","0","0","1",51.6849039621756,7.24453118533539,0.00394661631594703,1206.71408040278,5.53473819279606,0.105369951276167,0.736070459833106,0.0451894021035318,0.0201916584008585,0.136655499506916,0.0161615683513044,0.709232834365743,78.1267311834358
"286","4","0","1","1","0","0","0","0","0","1","1","0",903.514104393387,7.47101541140198,0.0663125997224225,17248.4948788096,79.1122809647315,1.24786879675933,10.5212226833636,0.645926973215725,0.288614943237237,1.95332243503582,0.0145328314279807,8.02037903360653,163.139605109389
"28710","4","1","0","1","1","0","0","0","0","0","0","1",76.1526950952789,7.24234961514027,0.0157047698356738,4801.87708989026,22.0243825467225,0.156666100354953,2.92904502740351,0.179822178859536,0.0624400072733284,0.543793201123583,0.0582612917452425,1.65695833374145,46.3532709346921
"288","4","1","0","1","1","0","0","0","0","0","0","1",128.021353471888,7.43883133596407,0.0296733107647325,9072.88615635529,41.6138755228705,1.29132677165308,5.53427161614391,0.339764247714351,0.266356141923461,1.02746774156369,0.307846051434055,12.3414261421331,53.1691703460924
"289","4","0","1","1","0","0","0","0","0","1","1","0",1393.76357741678,7.64077340370384,0.0045324656470895,7246.74985130926,33.2380833430543,0.524277224036478,4.4203664984352,0.271378530694885,0.121258134002722,0.820665174367905,0.0032611912926111,3.3696668018034,110.764206279146
"2901","2","1","0","1","1","0","0","0","0","0","0","1",57.1130874962188,7.473833334,0.00803314573476398,2456.20791184912,11.265690822741,0.177698125595032,1.49823567631742,0.0919808337527072,0.0410991400694111,0.278155633674313,0.0372832462965913,1.14211231578178,71.5575233009779
"2912","4","1","0","1","1","0","0","0","0","0","0","1",190.218668326038,7.473833334,0.0267548893246463,8180.55227848914,37.5210796610177,0.591834591446511,4.98996653287265,0.306347852578755,0.570616903346032,0.926414530580751,0.0660767991915345,3.8038756675206,90.995239578709
"292","4","0","1","1","0","0","0","0","0","1","1","0",24.9562959082041,7.42389946254555,0.00570083916283591,1743.08382429648,7.99486205778338,0.0369117536860916,1.06324483355829,0.0605473546347475,0.0291666048930731,0.18997165657679,0.0264586002052324,0.321761832399411,118.1133505326
"2934","4","0","1","1","0","0","0","0","0","1","1","0",76.2470632279897,7.64621784882022,0.0279941596396492,7949.53087479249,14.2735450000099,0.140223931227074,4.84904828751014,0.0916497188423788,0.244634656703561,0.20615250337821,0.00548084886240545,2.21483175178444,111.556872923807
"2944","5","1","0","1","1","0","0","0","0","0","0","1",95.8949637564834,7.32920690429546,0.015290458606067,4675.19773665279,21.443352569713,0.338234345142161,2.85177326051534,0.175078251290184,0.0782289671818759,0.529447275460709,0.0709657131442169,1.2537290039897,94.7352228727956
"2951","4","1","0","1","1","0","0","0","0","0","0","1",190.958966339637,7.473833334,0.0268590146845091,8212.38956726112,37.6671051856079,0.594137909002272,5.00938661600548,0.307540105329057,0.629785708446056,0.9300199750511,0.0621362583669834,3.81867969096997,88.4973682872672
"296","2","1","0","1","1","0","0","0","0","0","0","1",82.1169725185601,7.39808574104797,0.0307936717811509,3531.52607262108,16.1977659443392,0.255493665711968,2.15415736184775,0.132249681532084,0.0955501295837246,0.399931075556229,0.0945153289654665,1.64212459528555,42.0592764438242
"297","2","0","1","1","0","0","0","0","0","1","1","0",138.582129183917,7.69401437646388,0.0184789827719904,5650.11811104883,25.9149412558696,0.30470394808787,3.44645438598381,0.211587371337162,0.0291586053601261,0.281646123710791,0.0857642147668312,0.553189132409589,130.237843193009
"2981","3","1","0","1","1","0","0","0","0","0","0","1",203.957499658606,7.47267593477119,0.0328449728927285,10042.6508783203,46.0618171947376,0.621235879619086,6.12580790148852,0.376080297360738,0.139846232474605,1.13728968258744,0.160951804404354,4.61176921062127,58.6851364600342
"2994","4","0","1","1","0","0","0","0","0","1","1","0",212.508485974212,7.50423618258587,0.0303753870860097,9287.55252406066,42.5984684454818,0.538705130777518,5.66521362957139,0.347803140542892,0.484663818913843,1.05177784107606,0.0936339316012181,3.70355073794037,100.58848331102
"300","3","1","0","1","1","0","0","0","0","0","0","1",0.40264612212428,7.473833334,3.51682001213543e-05,17.3162165475651,0.0794228945379662,0.00125276845879148,0.0105625317236314,0.00064846338462304,0.000289747981729935,0.00196099180736403,0.00328871754145111,0.00805186929864424,54.8554180320459
"3013","2","1","0","1","1","0","0","0","0","0","0","1",5.13081031767837,7.473833334,0.000721665732892621,220.655850480679,1.01206440143253,0.0140061512717551,0.134595473966678,0.00826318869681233,0.00369218188963327,0.0249883845535487,0.00334937696485799,0.102602781993898,52.664921160508
"3024","5","1","0","1","1","0","0","0","0","0","0","1",168.061618891277,7.36238237575528,0.0275466092130622,8422.62778739771,38.6313878768293,2.71085449544887,5.13762755203843,0.412926227727391,0.140933818120664,0.26636029585792,0.396414766334535,5.46957063773152,73.4254840998491
"3032","4","0","1","1","0","0","0","0","0","1","1","0",96.9421026445885,7.71455945625878,0.0136352298455049,4169.09626027275,19.1220577214091,0.301619658533157,2.54306189877213,0.156125606808247,0.0697604917506705,0.472133326405704,0.0632835034820987,1.93858840838297,104.471514812589
"304","4","0","1","1","0","0","0","0","0","1","1","0",2030.63377494202,7.473833334,0.0823390283736114,25175.9112460588,115.472322582094,1.82138988275738,15.3567815785554,0.942795314099521,0.421262507777706,2.851070345527,0.00749341086763889,11.7065490157993,189.625604241545
"3052","4","0","1","1","0","0","0","0","0","1","1","0",1345.3517991381,7.473833334,0.122518536494862,37461.1636409123,171.820099287906,2.71018529565099,22.8505297052546,1.4028572467656,0.626828700428947,4.24232559921751,0.56863011004171,17.4190695216171,143.277903431095
"306","3","1","0","1","1","0","0","0","0","0","0","1",122.868943551341,7.4319044576239,0.0167559650158315,5123.28962837015,23.4985795204191,0.370652240038368,3.12509998257436,0.240738866949867,0.243259165536507,0.367043785455616,0.348597062200728,2.38227885995681,56.8887599689979
"307","4","0","1","1","0","0","0","0","0","1","1","0",547.870393533571,7.41817849567858,0.340398449060299,28013.5211019558,128.487358927805,2.02668111713652,17.087664495995,1.04905900617006,0.468743555109657,1.63640936012315,0.53249222985925,13.748049572319,106.049223148115
"308","2","0","1","1","0","0","0","0","0","1","1","0",60.9263204140988,7.473833334,0.00856948964684867,2620.1999717828,12.0178599779761,0.189562382830974,1.59826741792494,0.098122059250689,0.0438431797811866,0.296727072729689,0.0397725122071371,1.21836699780159,165.758043970996
"309","3","0","1","1","0","0","0","0","0","1","1","0",140.10156961824,7.6605,0.0197057528163186,6025.214165908,27.6353640903172,0.435903352983814,3.67525516845434,0.0739560304287299,0.113008346347466,0.202343312198288,0.122228027715813,2.80166482387981,161.830284887347
"310","4","1","0","1","1","0","0","0","0","0","0","1",170.495590833325,7.63603089598929,0.0312686055872837,9560.66227714312,43.8511189322302,1.71792085666675,5.83180489189634,0.358030639263529,0.0404670024612171,1.08270641859072,0.150762244073053,5.22820791433332,61.680084062611
"311","2","1","0","1","1","0","0","0","0","0","0","1",14.4047839082033,7.473833334,0.00202608098746585,619.492760072206,2.84137750187,0.0581854255134284,0.377877682805495,0.0231989562276506,0.0103658240698115,0.0701550550644771,0.00940339811454692,0.288057988447803,60.9677743240119
"312","4","0","1","1","0","0","0","0","0","1","1","0",1058.22586237336,7.45414516324185,0.00499209036166121,8328.35689139169,38.1990031595447,0.602527743585726,5.08012426839271,0.311882885874758,0.139356406241261,0.943152807268884,0.0133113639173098,3.87260334677728,105.713190867641
"313","3","1","0","1","1","0","0","0","0","0","0","1",146.818392290027,7.4415222097339,0.0230137847507069,7036.67526723432,32.2745511843399,0.509079056173569,4.29222537678555,0.31565355337589,0.284767199879346,0.51628344394574,0.405735343868421,3.27198420364556,67.9346626882837
"314","4","1","0","1","1","0","0","0","0","0","0","1",184.252442072961,7.25365823919482,0.00958626258012127,2931.08760994836,13.4437832523421,0.212054024934295,1.7879024030651,0.111204967974467,0.0490451883450645,0.327856960473385,0.0444915351054454,1.6429688565728,56.4236835525015
"315","2","0","1","1","0","0","0","0","0","1","1","0",147.904293167746,7.05821547646536,4.39763480955735e-05,6360.77843218141,29.1744696593678,0.46018026398779,3.87994238293372,0.238200398971833,0.106433386143627,0.720332487045511,0.000764207738103729,2.9576988796579,107.313933533002
"316","2","1","0","1","1","0","0","0","0","0","0","1",38.2978957215447,7.33072632955736,0.00798788176743527,2442.3679030273,4.34435323282876,0.219042026303366,1.48979355937119,0.0924917563641691,0.0398558488698027,0.28857958040242,0.0420981638085322,0.151624951625327,86.7609875916317
"317","1","1","0","1","1","0","0","0","0","0","0","1",26.0465511553286,7.473833334,0.00366353406539834,1120.15910588438,5.13774346911486,0.081039627491437,0.68327372737845,0.0419480649292529,0.0569569739715255,0.126853497644603,0.0499628611737135,0.520862873611889,88.0753042912135
"318","3","0","1","1","0","0","0","0","0","1","1","0",383.236783573733,7.07352265308018,7.26624563438154,8763.46712695993,40.1946882034162,0.400576785795381,5.34553245167526,0.262465369399791,0.128959878159024,0.992427285100165,0.125504768464348,17.8353649965426,166.219375165588
"319","4","1","0","1","1","0","0","0","0","0","0","1",726.771319281182,7.90123097258878,0.077172164664223,23596.0954041926,108.226308585778,1.70709568493114,14.3931268169328,1.14907492365513,0.53004438211661,1.62267306409458,0.0935608570851481,95.3711514610227,46.6877186499385
"320","4","0","1","1","0","0","0","0","0","1","1","0",133.201184593357,7.25404264667362,0.00705948086883786,1901.77167049415,8.72270280927162,0.137586586149267,1.1600411151758,0.0712181340554874,0.0318218906789454,0.215367966991065,0.0418974638972227,1.06043395947397,109.82050792051
"321","3","0","1","1","0","0","0","0","0","1","1","0",135.165409165299,7.445925926,0.0190114651746895,5812.92943291427,26.6616948222586,0.420545288244166,3.54576590167643,0.296577512252061,0.0109022987684607,0.233743035955268,0.00731309832050827,2.70295452878179,141.184190489317
"322","2","1","0","1","1","0","0","0","0","0","0","1",33.6995222861248,7.96202800397893,0.00925571903664064,2830.02079346611,10.9259620389313,0.195926828898155,1.72625375003545,0.116049381777001,0.0359881651095857,0.418152249047703,0.027921479290375,1.12029435142886,64.8084181135939
"323","5","1","0","1","1","0","0","0","0","0","0","1",356.860789080722,7.13367389956348,0.0527198112847655,16119.5645573279,73.934307271504,1.21135448264044,9.83259869569642,0.605745927665428,0.269724822548881,1.81070242750359,0.250453222632189,4.32583622300734,58.841460227673
"324","3","1","0","1","1","0","0","0","0","0","0","1",519.002632766623,7.67193458954623,0.0614311042379606,18783.1221022822,86.15103193508,1.35889375546693,11.4573133287621,0.703396168195194,0.314293494419676,10.1811844608122,0.285112574337458,8.73396547086709,54.4017083095892
"325","4","1","0","1","1","0","0","0","0","0","0","1",237.476866915347,7.69277606391825,0.0429038799144658,13118.2538081949,60.16843720984,2.04666888838983,8.00186164010551,0.491256427830468,0.0770021818103536,1.48558930228792,0.252162200114896,8.87532456575148,60.3144407790522
"326","3","1","0","1","1","0","0","0","0","0","0","1",119.848802375495,8.0734141252257,0.0171691699829626,5249.63084899804,24.0780586140642,0.379792589154918,3.20216549610863,0.196589800753679,0.0878408190976713,0.184969871006906,0.0796851427872441,2.44102627423056,75.5240937754512
"327","4","0","1","1","0","0","0","0","0","1","1","0",387.372746531019,6.94021013153406,0.0208691064222095,7850.40997101728,36.0068425540139,0.567949940628391,4.78858660078345,0.293984581515264,0.131359034752111,0.889027247233338,0.0986658785800997,9.43611149387769,97.6990100117745
"328","1","1","0","1","1","0","0","0","0","0","0","1",58.446263023207,7.06591167573882,0.00844041287068133,2580.73354421746,11.8368425032973,0.186707123313667,1.57419371919735,0.0966441080741047,0.0615189285818487,0.292257658633074,0.0734015305973589,1.20001550013944,53.3358357119933
"329","3","1","0","1","1","0","0","0","0","0","0","1",37.5753309824165,7.24140298448157,0.00568621140294373,1797.41957977694,8.24407948716191,0.393295412542986,1.09638851341315,0.0536558175847311,0.0300757920859911,0.203550513520772,0.0305670388081881,3.02515035315454,64.1447283394262
"330","4","1","0","1","1","0","0","0","0","0","0","1",61.3542998070834,7.43615246594765,0.00862968689984899,2638.60567183476,12.10227992164,0.190893971336186,1.6094945119953,0.0988113213967983,0.0441511580079419,0.298811443633922,0.0400518965312604,1.22692546545442,56.4321723487752
"331","1","1","0","1","1","0","0","0","0","0","0","1",11.6858936331118,7.19657634738609,0.0021108095182562,645.399428606965,2.96020153033382,0.0525873380417124,0.393680211205772,0.0241691174300364,0.0107993144291737,0.0730888804830962,0.00979664022425561,1.27225437578599,48.6914832562963
"332","3","1","0","1","1","0","0","0","0","0","0","1",45.2930555460481,7.31128335918494,0.0061859496762991,1970.09595126168,9.03608027967882,0.110841489756538,1.20171750361849,0.0555071241486779,0.0150691691338613,0.223105415786816,0.00436086261432547,0.730854815997589,55.3900605144063
"3332","4","1","0","1","1","0","0","0","0","0","0","1",935.943002863403,7.45832510185898,0.153841539460304,47038.4583166517,215.74750474454,3.40306935666853,28.6924800154011,3.99487425310951,0.528914304222847,1.02304551821469,0.404595085851243,27.7684367729878,70.9177332814466
"3345","4","0","1","1","0","0","0","0","0","1","1","0",120.479531882573,7.71339090527559,0.0503771880330843,14305.6628590822,33.9089619575584,0.889287445629895,8.72615643354737,0.100599987410396,0.421108435805825,0.724248506969098,0.0119734897594084,6.74351123743804,147.277136125103
"335","3","1","0","1","1","0","0","0","0","0","0","1",23.6501418705268,8.09914413434936,0.00352479062652025,1106.25519165263,5.07397150660383,0.0680708581608218,0.674792629473033,0.0348058589626212,0.0185107040087037,0.125278935839103,0.00466057187609653,0.447398734528515,49.0559038202488
"336","4","0","1","1","0","0","0","0","0","1","1","0",252.579699433675,7.67797203677189,0.0403876686299336,12348.8991480509,56.6397002102638,3.56039165651612,7.53257131865445,0.462445396075901,0.103744708191603,1.39846299157244,0.278984867954627,8.86066097166389,91.3076212072074
"337","5","0","1","1","0","0","0","0","0","1","1","0",485.270469525256,7.95058803827608,0.0611326888096358,18691.878855325,85.7325338961719,3.21396068843369,11.4016568507826,0.269103575789616,0.312766743222628,0.186767665015051,0.739610002258692,4.4019040866553,101.189410018688
"338","3","1","0","1","1","0","0","0","0","0","0","1",31.4393137715012,7.23227083270785,0.00925265364073873,2829.0834736526,12.9759291000557,0.204674379256726,1.72568200446241,0.105944393129088,0.0473383781538,0.320382285827144,0.1041631694731,4.41674938581884,53.0889960526675
"339","4","1","0","1","1","0","0","0","0","0","0","1",415.255598512332,7.64607213945372,0.21522100619087,23167.479904291,106.260412401886,1.67608683941607,14.1316802839864,0.867582955382272,0.387655905646347,0.89277597149732,0.314618387473669,11.0489918821372,74.747784331335
