"","staff","process_1","process_2","process_3","process_4","process_5","process_6","process_7","process_8","process_9","process_10","process_11","COD","pH","water","N","P","Cu","Ni","NH3N","HW17logic"
"375","5","1","1","1","1","0","0","0","0","1","0","0",5022.263705,7.493988095,33896,215.9693056,4.295174368,11.81907773,0.064057972,228.343157,"1"
"376","5","1","1","1","1","0","0","0","0","1","0","0",9077.186293,7.493988095,32393,206.3928993,3.218238,11.29500191,0.061217544,136.33634,"1"
"377","5","1","1","1","1","0","0","0","0","1","0","0",11570.76,7.493988095,47793,304.5144271,9.18,11.337071,0.151044,142.02,"1"
"378","5","1","1","1","1","0","0","0","0","1","0","0",6708.35646,7.493988095,33058,210.6299653,4.188986142,11.52687844,0.062474287,122.321628,"1"
"379","5","1","1","1","1","0","0","0","0","1","0","0",7426.008321,7.493988095,28952,184.4684722,3.567455,10.09517166,0.054714609,100.240933,"1"
"380","5","1","1","1","1","0","0","0","0","1","0","0",6849.93713,7.493988095,29229,186.2333854,4.470009,5.95,0.06,80.407281,"1"
"381","5","1","1","1","1","0","0","0","0","1","0","0",5692.221731,7.493988095,33013,210.3432465,4.18328391,11.51118755,0.062389244,178.573539,"1"
"382","5","1","1","1","1","0","0","0","0","1","0","0",11328.47438,7.493988095,38895,247.8205729,4.411094,14.466534,0.061022,162.017069,"1"
"383","5","1","1","1","1","0","0","0","0","1","0","0",7342.531887,7.493988095,31243,199.0656424,3.516575,10.89401244,0.05904423,115.861583,"1"
"384","5","1","1","1","1","0","0","0","0","1","0","0",7240.793204,7.493988095,29858,190.2410764,2.336633,9.943893,0.040637,132.123571,"1"
"385","5","1","1","1","1","0","0","0","0","1","0","0",6449.544312,7.493988095,36748,234.1409028,4.656569143,12.81353164,0.069447791,131.403107,"1"
"386","5","1","1","1","1","0","0","0","0","1","0","0",6114.352007,7.493988095,35223,224.4243229,4.463326846,12.28178472,0.066565788,143.497182,"1"
"387","5","1","1","1","1","0","0","0","0","1","0","0",7815.666549,7.493988095,31239,199.0401563,3.087069,10.89261769,0.05903667,102.214464,"1"
"388","5","1","1","1","1","0","0","0","0","1","0","0",11287.2475,7.493988095,51649,329.0830382,4.159071,18.817462,0.170711,174.764371,"1"
"389","5","1","1","1","1","0","0","0","0","1","0","0",6997.297851,7.493988095,33873,215.8227604,4.292259894,11.81105794,0.064014505,131.343842,"1"
"390","5","1","1","1","1","0","0","0","0","1","0","0",7874.239262,7.493988095,42993,273.9310938,5.44791219,14.99107885,0.081249834,183.003792,"1"
"391","5","1","1","1","1","0","0","0","0","1","0","0",6962.206748,7.493988095,37352,237.9893056,4.733105764,13.02413829,0.070589254,149.132403,"1"
"392","5","1","1","1","1","0","0","0","0","1","0","0",7157.838238,7.493988095,34498,219.8049653,4.371457557,12.028987,0.065195654,159.658564,"1"
"393","5","1","1","1","1","0","0","0","0","1","0","0",11080.25739,7.493988095,46851,298.5124479,8.29,19.489493,0.080908,185.285357,"1"
"394","5","1","1","1","1","0","0","0","0","1","0","0",7572.138167,7.493988095,35943,229.0118229,4.554562553,12.532839,0.067926471,117.237416,"1"
"395","4","1","1","1","1","0","0","0","0","1","0","0",143.610867,7.024666667,6222,39.64364583,0.273532,0.640333,0.047572548,2.668203,"0"
"396","4","1","1","1","1","0","0","0","0","1","0","0",103.063348,7.157666667,7179,45.74119792,0.574603,0.811273,0.054889637,1.798176,"0"
"397","4","1","1","1","1","0","0","0","0","1","0","0",180.187126,6.783333333,7282,46.39746528,0.547939,0.681503,0.055677161,5.716725,"0"
"398","4","1","1","1","1","0","0","0","0","1","0","0",123.722667,6.935806452,6262,39.89850694,0.336251,0.586258,0.047878383,3.444519,"0"
"399","4","1","1","1","1","0","0","0","0","1","0","0",159.05997,7.406451613,7933,50.54532986,0.792312,0.552579,0.060654617,3.866697,"0"
"400","4","1","1","1","1","0","0","0","0","1","0","0",286.327363,7.42752381,7280,46.38472222,0.469351559,0.715390541,0.055661869,3.776449669,"0"
"401","4","1","1","1","1","0","0","0","0","1","0","0",230.391339,6.864516129,7272,46.33375,0.299728,0.833642,0.055600703,1.632616,"0"
"402","4","1","1","1","1","0","0","0","0","1","0","0",154.140932,7.026451613,8160,51.99166667,0.29323,1.096652,0.062390227,4.638851,"0"
"403","4","1","1","1","1","0","0","0","0","1","0","0",163.800203,7.091428571,9762,62.19885417,0.629369494,0.959291547,0.074638897,5.06397001,"0"
"404","4","1","1","1","1","0","0","0","0","1","0","0",218.212086,7.882539667,5924,37.74493056,0.381928384,0.582139226,0.045294082,3.073034044,"0"
"405","4","1","1","1","1","0","0","0","0","1","0","0",152.853344,7.115,10006,63.75350694,0.645100508,0.983268922,0.076504487,5.190543323,"0"
"406","4","1","1","1","1","0","0","0","0","1","0","0",222.255529,6.923928571,11940,76.07604167,0.769788133,1.173319101,0.091291583,6.193792452,"0"
"407","4","1","1","1","1","0","0","0","0","1","0","0",301.359607,6.903782034,11428,72.81381944,0.736778793,1.123005921,0.087376902,5.928195992,"0"
"408","4","1","1","1","1","0","0","0","0","1","0","0",283.079756,8.003448276,10669,67.97782986,0.687845025,1.048420561,0.081573693,5.534469989,"0"
"409","4","1","1","1","1","0","0","0","0","1","0","0",256.183219,7.510798321,9809,62.49831597,0.632399648,0.96391014,0.074998252,5.088350935,"0"
"410","4","1","1","1","1","0","0","0","0","1","0","0",227.673007,7.724642857,9893,63.03352431,0.637815243,0.972164646,0.075640505,5.131925354,"0"
"411","4","1","1","1","1","0","0","0","0","1","0","0",337.96749,6.858709677,11247,71.66057292,1.093243,0.909793,0.085993001,8.586086,"0"
"412","4","1","1","1","1","0","0","0","0","1","0","0",361.18959,7.414489258,10467,66.69078125,0.674821808,1.028570438,0.080029229,5.429683886,"0"
"413","2","1","1","1","1","0","0","0","0","1","1","0",358.773,8.086,6270,39.94947917,0.624571174,0.378170318,0.04793955,0.168329,"1"
"414","2","1","1","1","1","0","0","0","0","1","1","0",401.708,7.941935484,10879.01,69.31591441,1.083686769,0.656159278,0.0831794,1.889761576,"1"
"415","2","1","1","1","1","0","0","0","0","1","1","0",561.028,8.111333333,5881,37.47095486,0.585821862,0.354708077,0.04496531,0.902226,"1"
"416","2","1","1","1","1","0","0","0","0","1","1","0",867.056,8.120322581,5831.5,37.15556424,0.580891037,0.351722522,0.044586839,5.13416,"1"
"417","2","1","1","1","1","0","0","0","0","1","1","0",548.897,7.933333333,13840.86,88.18742396,1.37872443,0.834801026,0.105825294,2.404256031,"1"
"418","2","1","1","1","1","0","0","0","0","1","1","0",535.157,7.976666667,13019.4,82.95346875,1.296896641,0.785255286,0.099544525,2.261562574,"1"
"419","2","1","1","1","1","0","0","0","0","1","1","0",233.682,7.899677419,5898,37.57927083,0.587515276,0.355733419,0.045095289,1.352044,"1"
"420","2","1","1","1","1","0","0","0","0","1","1","0",905.078038,7.984193548,6585.06476,41.95692304,0.655955602,0.397173212,0.050348491,3.856318,"1"
"421","2","1","1","1","1","0","0","0","0","1","1","0",728.23982,7.958306452,6671.8513,42.50988589,0.664600637,0.402407676,0.051012049,1.064116,"1"
"422","2","1","1","1","1","0","0","0","0","1","1","0",1044.23,7.976666667,16019.7,102.0699635,1.595764407,0.966216116,0.122484402,2.782736068,"1"
"423","2","1","1","1","1","0","0","0","0","1","1","0",882.147,7.919354839,14151.62,90.16743993,1.40968005,0.853544281,0.108201322,2.458237258,"1"
"424","2","1","1","1","1","0","0","0","0","1","1","0",641.194,7.884,7637.65,48.66349913,0.760806383,0.460659096,0.058396412,1.435274,"1"
"425","2","1","1","1","1","0","0","0","0","1","1","0",589.512,7.797586207,7304,46.53763889,0.72757063,0.440535248,0.05584537,0.650993,"1"
"426","2","1","1","1","1","0","0","0","0","1","1","0",428.972,8.063333333,10930,69.64079861,1.088766017,0.659234702,0.083569263,1.898618902,"1"
"427","2","1","1","1","1","0","0","0","0","1","1","0",933.317,8.147,9607,61.21126736,0.956978511,0.579438955,0.073453788,6.062985,"1"
"428","2","1","1","1","1","0","0","0","0","1","1","0",588.59,8.063225806,10954,69.79371528,1.09115672,0.660682244,0.083752763,0.409487,"1"
"429","4","1","1","1","1","0","0","0","1","1","1","1",47.483,7.274954,2402.761,15.30925845,0.917909924,0.020380551,0.01375104,21.957,"0"
"430","4","1","1","1","1","0","0","0","1","1","1","1",198.464734,7.260645161,9504.669,60.55926255,3.631002,0.080619917,0.054395374,73.750308,"0"
"431","4","1","1","1","1","0","0","0","1","1","1","1",116.595,7.077,6225.833,39.6680679,2.378411292,0.052808377,0.035630542,63.087,"0"
"432","4","1","1","1","1","0","0","0","1","1","1","1",167.496584,7.292903226,8282.155363,52.76998296,3.163973694,0.070250387,0.047398908,37.681565,"1"
"433","4","1","1","1","1","0","0","0","1","1","1","1",207.375228,7.332666667,4429.11056,28.22020096,1.692022026,0.037568328,0.025347871,9.622788,"1"
"434","4","1","1","1","1","0","0","0","1","1","1","1",812.546,7.325333333,26292.625,167.5241905,10.47,0.18,0.22,298.823,"0"
"435","4","1","1","1","1","0","0","0","1","1","1","1",190.484822,7.096,6213.14548,39.58722901,2.373564367,0.052700759,0.035557932,15.192368,"0"
"436","4","1","1","1","1","0","0","0","1","1","1","1",99.322482,6.702258065,3660.241792,23.32133225,1.398296486,0.031046677,0.020947623,4.603831,"1"
"437","4","1","1","1","1","0","0","0","1","1","1","1",153.379,7.088190038,7380.91,47.02767309,1.3,0.062605899,0.042241067,69.856,"0"
"438","4","1","1","1","1","0","0","0","1","1","1","1",148.733,7.317692308,6639.7,42.30503299,2.536517997,0.056318854,0.03799911,60.192,"1"
"439","4","1","1","1","1","0","0","0","1","1","1","1",310.819,7.517142857,12437.286,79.24451323,4.55,0.19,0.06,202.731,"1"
"440","4","1","1","1","1","0","0","0","1","1","1","1",177.77,7.5208,8520.163,54.28645523,3.254898081,0.072269201,0.04876103,86.302,"1"
"441","4","1","1","1","1","0","0","0","1","1","1","1",575.058,7.263870968,20042.116,127.6988988,18.57,0.17,0.12,144.589,"0"
"442","4","1","1","1","1","0","0","0","1","1","1","1",348.583,7.320833333,10991.748,70.03422771,4.84,0.3,0.06,117.512,"1"
"443","4","1","1","1","1","0","0","0","1","1","1","1",236.624,7.305297767,9183.653,58.51390019,3.50836651,0.077897015,0.052558194,21.708,"1"
"444","4","1","1","1","1","0","0","0","1","1","1","1",342.422,7.305297767,15495.671,98.73109821,5.919702452,0.131436425,0.088681974,46.173,"1"
"445","4","1","1","1","1","0","0","0","1","1","1","1",714.138,7.305297767,28371.208,180.7679399,10.8384535,0.24064851,0.16236888,302.639,"1"
"446","4","1","1","1","1","0","0","0","1","1","1","1",552.592,7.305297767,24160.727,153.9407432,9.229952989,0.204934628,0.138272229,71.263,"1"
"447","4","1","1","1","1","0","0","0","1","1","1","1",656.029,7.305297767,26250.461,167.2555414,10.0282794,0.222660041,0.150231811,250.568,"1"
"448","4","1","1","1","1","0","0","0","1","1","1","1",623.413,7.305297767,22242.696,141.7199554,8.497221066,0.188665624,0.127295307,224.712,"1"
"449","4","1","1","1","1","0","0","0","1","1","1","1",181.812,7.48049229,9245.185,58.90595304,1.61,0.03,0.052910342,131.408,"1"
"450","4","1","1","1","1","0","0","0","1","1","1","1",757.934,7.305297767,25377.682,161.6946058,9.694857768,0.215257009,0.145236882,230.802,"1"
"451","4","1","1","1","1","0","0","0","1","1","1","1",899.616,7.305297767,25263.043,160.9641802,9.651063035,0.214284625,0.144580802,415.352,"1"
"452","4","1","1","1","1","0","0","0","1","1","1","1",696.94,7.38,23532.691,149.9391944,8.990028803,0.19960754,0.134677969,457.935,"1"
"453","4","1","1","1","1","0","0","0","0","1","0","0",819.2284844,7.493988095,18145,115.6113715,1.807471124,1.094401982,0.138734151,36.18668684,"1"
"454","4","1","1","1","1","0","0","0","0","1","0","0",508.2422182,7.493988095,11257,71.72428819,1.121339346,0.67895746,0.086069459,22.44990542,"1"
"455","4","1","1","1","1","0","0","0","0","1","0","0",400.832763,7.493988095,8878,56.56642361,0.884360906,0.53546987,0.067879956,17.70545086,"1"
"456","4","1","1","1","1","0","0","0","0","1","0","0",185.2011707,7.493988095,4102,26.13600694,0.408610997,0.247409034,0.031363323,8.180644223,"1"
"457","4","1","1","1","1","0","0","0","0","1","0","0",272.3387279,7.493988095,6032,38.43305556,0.600863368,0.363815528,0.046119835,12.02965528,"1"
"458","4","1","1","1","1","0","0","0","0","1","0","0",863.2487529,7.493988095,19120,121.8236111,1.904593435,1.153208371,0.146188866,38.13113543,"1"
"459","4","1","1","1","1","0","0","0","0","1","0","0",904.1988899,7.493988095,20027,127.6025868,1.994942088,1.207913392,0.153123662,39.9399712,"1"
"460","4","1","1","1","1","0","0","0","0","1","0","0",773.0410642,7.493988095,17122,109.0932986,1.705567406,1.032700509,0.130912435,34.14651155,"1"
"461","4","1","1","1","1","0","0","0","0","1","0","0",713.9861809,7.493988095,15814,100.7593403,1.575274089,0.953809476,0.120911649,31.53795898,"1"
"462","4","1","1","1","1","0","0","0","0","1","0","0",981.8100095,7.493988095,21746,138.5552431,2.166176195,1.31159358,0.166266897,43.36818364,"1"
"463","4","1","1","1","1","0","0","0","0","1","0","0",748.2091178,7.493988095,16572,105.5889583,1.650780461,0.999527674,0.126707212,33.04964312,"1"
"464","4","1","1","1","1","0","0","0","0","1","0","0",723.1965755,7.493988095,16018,102.0591319,1.595595065,0.966113582,0.122471404,31.94479746,"1"
"465","4","1","1","1","1","0","0","0","0","1","0","0",436.1844248,7.493988095,9661,61.55532986,0.962357593,0.582695924,0.073866665,19.26699265,"1"
"466","4","1","1","1","1","0","0","0","0","1","0","0",676.1061755,7.493988095,14975,95.41362847,1.491699095,0.903205824,0.114496771,29.86473604,"1"
"467","4","1","1","1","1","0","0","0","0","1","0","0",817.7837166,7.493988095,18113,115.4074826,1.80428352,1.092471926,0.138489484,36.12286904,"1"
"468","4","1","1","1","1","0","0","0","0","1","0","0",917.5178429,7.493988095,20322,129.4821875,2.024327813,1.225706094,0.155379191,40.52829154,"1"
"469","4","1","1","1","1","0","0","0","0","1","0","0",932.3718617,7.493988095,20651,131.5784201,2.057100368,1.245549481,0.157894679,41.1844183,"1"
"470","4","1","1","1","1","0","0","0","0","1","0","0",1012.782219,7.493988095,22432,142.9261111,2.234510457,1.352969152,0.171511958,44.73627772,"1"
"471","4","1","1","1","1","0","0","0","0","1","0","0",791.6875984,7.493988095,17535,111.7247396,1.746707421,1.057610292,0.134070176,34.97016003,"1"
"472","4","1","1","1","1","0","0","0","0","1","0","0",1012.421027,7.493988095,22424,142.8751389,2.233713556,1.352486638,0.171450791,44.72032327,"1"
"473","4","1","1","1","1","0","0","0","0","1","0","0",455.147002,7.493988095,10081,64.23137153,1.004194897,0.608027907,0.077077927,20.10460127,"1"
"474","5","1","1","1","1","0","0","0","0","1","1","1",276.292463,7.716521739,11160,46.02136143,0.746059,0.36426,0.227306674,5.306324,"1"
"475","5","1","1","1","1","0","0","0","0","1","1","1",326.160138,7.363809524,1151321,25.82,219.347611,29.881648,23.45008487,456.760112,"1"
"476","5","1","1","1","1","0","0","0","0","1","1","1",362.074811,7.4414894,21154,87.23439782,2.283598239,0.517820035,0.430864281,27.421653,"1"
"477","5","1","1","1","1","0","0","0","0","1","1","1",605.425906,7.509354839,30239,124.6989201,1.614891,0.740208,0.615907394,17.705204,"1"
"478","5","1","1","1","1","0","0","0","0","1","1","1",810.517815,7.027916667,31722,85.71,1.41,0.26,0.2,24.483398,"1"
"479","5","1","1","1","1","0","0","0","0","1","1","1",576.724547,7.957666667,20049,82.67762323,2.475373,0.38875,0.408357662,17.490823,"1"
"480","5","1","1","1","1","0","0","0","0","1","1","1",552.216352,7.508333333,27408,113.0245048,1.584644,0.909003,0.558245638,15.098164,"1"
"481","5","1","1","1","1","0","0","0","0","1","1","1",521.705433,7.514282067,29458,106.35,4.3,0.79,0.6,15.731025,"1"
"482","5","1","1","1","1","0","0","0","0","1","1","1",958.031991,7.233548387,51023,221.225637,6.99,2.41,0.783639,19.112031,"1"
"483","5","1","1","1","1","0","0","0","0","1","1","1",908.640034,7.562666667,28891,119.1400675,0.008175,0.029756,0.588451354,12.230273,"1"
"484","5","1","1","1","1","0","0","0","0","1","1","1",535.518007,7.422222222,25809,133.48,4.01,0.63,0.91,16.71115,"1"
"485","5","1","1","1","1","0","0","0","0","1","1","1",798.989948,7.347419355,35816,147.6972295,3.866377731,0.876725081,0.729499627,16.825815,"1"
"486","5","1","1","1","1","0","0","0","0","1","1","1",688.438882,7.236129032,26779,110.4306485,2.890823354,0.655512088,0.545434177,18.597959,"1"
"487","5","1","1","1","1","0","0","0","0","1","1","1",562.09,7.451851852,32256,205.52,5.08,0.75,0.87,18.58,"1"
"488","5","1","1","1","1","0","0","0","0","1","1","1",877.361559,7.131290323,40117,165.4335982,4.330675548,0.982007485,0.817102315,44.824149,"1"
"489","5","1","1","1","1","0","0","0","0","1","1","1",482.450365,7.250322581,18480,76.2074157,1.994936913,0.452364292,0.376400299,12.011302,"1"
"490","5","1","1","1","1","0","0","0","0","1","1","1",684.397479,7.178821871,34381,134.49,2.98,1.36,0.56,22.856809,"1"
"491","5","1","1","1","1","0","0","0","0","1","1","1",688.63181,7.509857133,29508,121.6844384,3.185421992,0.722314153,0.601018399,21.308527,"1"
"492","5","1","1","1","1","0","0","0","0","1","1","1",852.046603,7.311935484,45155,210.447852,3.91,1.23,1.361519,17.178179,"1"
"493","5","1","1","1","1","0","0","0","0","1","1","1",783.749595,7.459,30660,126.4350306,3.309781696,0.750513485,0.624482314,14.891307,"1"
"494","5","1","1","1","1","0","0","0","0","1","1","1",694.974017,7.684573226,27717,114.2987522,2.992081516,0.678473003,0.564539344,24.146409,"1"
"495","5","1","1","1","1","0","0","0","0","1","1","1",698.959673,7.088333333,33661,138.8104881,3.633743042,0.823973726,0.685606626,20.573877,"1"
"496","5","1","1","1","1","0","0","0","0","1","1","1",925.453934,7.50516129,34366,141.7177515,3.70984859,0.84123113,0.699966053,14.84415,"1"
"497","5","1","1","1","1","0","0","0","0","1","1","1",828.914334,7.223504387,38092,157.082948,4.112074506,0.932438346,0.775857153,14.289139,"1"
"498","5","1","1","1","1","0","0","0","0","1","1","1",646.428273,7.867407407,19706,81.26316741,2.127285,0.196579,0.401371444,12.704389,"1"
"499","5","1","1","1","1","0","0","0","0","1","1","1",755.349319,7.72,27946,115.2430974,3.42892,0.277016,0.569203612,7.352073,"1"
"500","1","1","1","1","1","0","0","0","0","1","0","0",133.8846217,7.493988095,2965.3955,18.8940998,0.295390837,0.178855592,0.022673002,5.913906769,"0"
"501","1","1","1","1","1","0","0","0","0","1","0","0",262.186006,7.493988095,5807.1285,37.00028055,0.578463327,0.350252573,0.044400498,11.58119264,"0"
"502","1","1","1","1","1","0","0","0","0","1","0","0",231.2576182,7.493988095,5122.0991,32.6355967,0.510225749,0.308935542,0.039162859,10.21503423,"0"
"503","1","1","1","1","1","0","0","0","0","1","0","0",253.8639634,7.493988095,5622.80451,35.82585512,0.56010233,0.339135211,0.042991183,11.21359416,"0"
"504","1","1","1","1","1","0","0","0","0","1","0","0",385.094009,7.493988095,8529.4041,54.34533515,0.849636352,0.514444572,0.06521464,17.01024388,"0"
"505","1","1","1","1","1","0","0","0","0","1","0","0",255.3335718,7.493988095,5655.3547,36.03324956,0.56334474,0.341098451,0.043240057,11.2785092,"0"
"506","1","1","1","1","1","0","0","0","0","1","0","0",195.8954999,7.493988095,4338.8675,27.6452148,0.432205992,0.261695519,0.033174379,8.653030558,"1"
"507","1","1","1","1","1","0","0","0","0","1","0","0",115.6381753,7.493988095,2561.257,16.31912012,0.255133539,0.154480283,0.019583015,5.107930834,"0"
"508","1","1","1","1","1","0","0","0","0","1","0","0",236.7218338,7.493988095,5243.1254,33.40671913,0.522281497,0.316235152,0.040088209,10.45639774,"1"
"509","4","0","1","1","0","0","0","0","0","0","0","0",11.68012533,7.493988095,2534.627,16.14944634,0.252480855,0.152874115,0.033557609,5.054822459,"0"
"510","4","0","1","1","0","0","0","0","0","0","0","0",27.34380746,7.493988095,5933.6994,37.80673055,0.591071387,0.357886602,0.078560185,11.83361378,"0"
"511","4","0","1","1","0","0","0","0","0","0","0","0",18.25380597,7.493988095,3961.1381,25.23850144,0.394579374,0.238913055,0.052444137,7.899722456,"0"
"512","4","0","1","1","0","0","0","0","0","0","0","0",11.23,7.493988095,2313.766,14.74222434,0.23048031,0.13955305,0.032,4.614357987,"0"
"513","4","0","1","1","0","0","0","0","0","0","0","0",29.56563616,7.493988095,6415.8438,40.87872699,0.639099058,0.386966777,0.084943615,12.79515737,"0"
"514","4","0","1","1","0","0","0","0","0","0","0","0",14.379,7.493988095,3120.292,19.88102715,0.310820484,0.188198057,0.195,6.222817827,"0"
"515","4","0","1","1","0","0","0","0","0","0","0","0",14.845,7.493988095,8318.9028,53.00412027,0.828667765,0.501748345,0.027,16.59043982,"0"
"516","4","0","1","1","0","0","0","0","0","0","0","0",5.393,7.493988095,394.141,2.51128033,0.039261421,0.023772317,0.005218294,0.786037858,"1"
"517","4","0","1","1","0","0","0","0","0","0","0","0",28.32644963,7.493988095,6146.9361,39.16537411,0.612312455,0.370747812,0.081383367,12.25887306,"1"
"518","4","0","1","1","0","0","0","0","0","0","0","0",14.301,7.493988095,3172.286,20.21230837,0.315999743,0.191334036,0.042,6.326509786,"1"
"519","4","0","1","1","0","0","0","0","0","0","0","0",20.537,7.493988095,2414.909,15.38665977,0.24055543,0.145653414,0.031972583,4.816068104,"1"
"520","4","0","1","1","0","0","0","0","0","0","0","0",21.93171826,7.493988095,4759.2576,30.323742,0.474082154,0.287051031,0.06301097,9.491417161,"1"
"521","4","0","1","1","0","0","0","0","0","0","0","0",25.03289306,7.493988095,5432.2231,34.61156038,0.541118015,0.327640437,0.071920807,10.83351646,"1"
"522","4","0","1","1","0","0","0","0","0","0","0","0",9.126,7.493988095,2788.539,17.7672537,0.277773696,0.168188625,0.019,5.561200746,"1"
"523","4","0","1","1","0","0","0","0","0","0","0","0",26.59583764,7.493988095,5771.3874,36.77255514,0.574903063,0.348096876,0.076411229,11.50991394,"1"
"524","4","0","1","1","0","0","0","0","0","0","0","0",35.18936398,7.493988095,7636.2119,48.65433624,0.760663131,0.460572358,0.101100878,15.22894509,"1"
"525","4","0","1","1","0","0","0","0","0","0","0","0",31.41367673,7.493988095,6816.8749,43.43390778,0.679046819,0.411154665,0.090253132,13.59493619,"1"
"526","4","1","1","1","1","0","0","0","0","1","0","0",535.449306,7.340333333,1786,11.37954861,0.053117398,0.099336731,0.013655508,4.866574,"0"
"527","4","1","1","1","1","0","0","0","0","1","0","0",1617.120526,5.443214286,5624,35.83347222,0.167263297,0.312805025,0.043000323,16.167445,"0"
"528","4","1","1","1","1","0","0","0","0","1","0","0",1661.866948,6.969565217,6474,41.24927083,0.21164,0.232947,0.049499305,51.171914,"0"
"529","4","1","1","1","1","0","0","0","0","1","0","0",1912.62487,6.944193548,7110,45.3015625,0.211458399,0.395455855,0.054362073,11.722745,"0"
"530","4","1","1","1","1","0","0","0","0","1","0","0",1755.087986,5.8412381,7521,47.92026042,0.08,0.71,0.057504522,41.144811,"0"
"531","4","1","1","1","1","0","0","0","0","1","0","0",2258.848682,7.383870968,8565,54.57213542,0.254731532,0.476382475,0.065486801,13.857255,"0"
"532","4","1","1","1","1","0","0","0","0","1","0","0",2127.88068,7.350571433,8350,53.20225694,0.150861,0.60267,0.063842941,78.563396,"0"
"533","4","1","1","1","1","0","0","0","0","1","0","0",2265.879069,7.44,8635,55.01814236,0.256813401,0.480275852,0.066022011,17.917862,"0"
"534","4","1","1","1","1","0","0","0","0","1","0","0",2541.549968,6.690967742,9309,59.31255208,0.292414,0.281397,0.071175322,93.651597,"0"
"535","4","1","1","1","1","0","0","0","0","1","0","0",1481.385774,7.215903226,977,6.224982639,0.029056942,0.054340418,0.007470006,37.744694,"0"
"536","4","1","1","1","1","0","0","0","0","1","0","0",2476.676285,7.195806452,9258,58.98760417,0.275342034,0.514926906,0.070785383,15.213765,"0"
"537","4","1","1","1","1","0","0","0","0","1","0","0",2294.849766,7.086,8986,57.25454861,0.267252486,0.499798356,0.068705709,15.326375,"0"
"538","4","1","1","1","1","0","0","0","0","1","0","0",2843.86,7.236,10175,64.83029514,0.364206,0.397469,0.077796638,77.02,"0"
"539","4","1","1","1","1","0","0","0","0","1","0","0",2488.448824,7.325666667,9020,57.47118056,0.26826368,0.501689425,0.068965668,14.546492,"0"
"540","4","1","1","1","1","0","0","0","0","1","0","0",2369.904443,7.131935484,8870,56.51545139,0.263802532,0.493346474,0.067818789,14.663516,"0"
"541","4","1","1","1","1","0","0","0","0","1","0","0",2403.305398,7.313225806,8918,56.82128472,0.265230099,0.496016218,0.06818579,21.124473,"0"
"542","4","1","1","1","1","0","0","0","0","1","0","0",2483.624842,7.351033355,10014,63.80447917,0.281093,1.272142,0.076565654,75.056605,"0"
"543","4","1","1","1","1","0","0","0","0","1","0","0",2162.580237,7.215903226,9157,58.34407986,0.272338195,0.50930932,0.070013151,53.253577,"0"
"544","5","1","1","1","1","0","0","0","0","1","0","1",4908.3611,7.799677419,34793,221.684566,14.41033875,0.66962769,1.543258691,640.82613,"1"
"545","5","1","1","1","1","0","0","0","0","1","0","1",6822.2694,7.859333333,38465,245.080816,15.93118386,0.740299172,1.706131852,700.13734,"1"
"546","5","1","1","1","1","0","0","0","0","1","0","1",5643.3583,7.763548387,40780,259.8309028,16.88999552,0.784853769,1.808814687,778.92883,"1"
"547","5","1","1","1","1","0","0","0","0","1","0","1",8674.282,7.745666667,53609,341.5712326,22.20342742,1.031761297,2.377850577,1001.4174,"1"
"548","5","1","1","1","1","0","0","0","0","1","0","1",10333.87438,8.008214286,55168,351.5044444,22.84912391,1.061765883,2.447000702,412.160155,"1"
"549","5","1","1","1","1","0","0","0","0","1","0","1",12356.215,7.859677419,73424,467.8230556,21.64,2.1,2.87,763.9256,"1"
"550","5","1","1","1","1","0","0","0","0","1","0","1",10604.0424,7.930642867,59779,380.883559,24.75887794,1.150509403,2.651523619,935.803915,"1"
"551","5","1","1","1","1","0","0","0","0","1","0","1",8935.03008,7.787465452,55865,355.9453993,23.13780284,1.075180378,2.477916441,822.758194,"1"
"552","5","1","1","1","1","0","0","0","0","1","0","1",11123.215,7.746774194,58455,372.4476563,24.21051222,1.125027638,2.592797021,906.87196,"1"
"553","5","1","1","1","1","0","0","0","0","1","0","1",10536.23157,7.613184536,55676,354.7411806,21.04,0.97,3.68,879.864928,"1"
"554","5","1","1","1","1","0","0","0","0","1","0","1",13331.82908,7.87405529,62850,400.4505208,9.23,0.41,1.57,277.509499,"1"
"555","5","1","1","1","1","0","0","0","0","1","0","1",20841.86954,7.802903226,64787,412.7921701,26.83305885,1.246893603,2.873655643,1022.521589,"1"
"556","5","1","1","1","1","0","0","0","0","1","0","1",13278.923,7.915483871,67643,430.9892535,28.01593838,1.301860311,3.000334769,749.539599,"1"
"557","5","1","1","1","1","0","0","0","0","1","0","1",12246.256,7.663225806,65971,420.336059,38.06,1.39,4.16,1102.6356,"1"
"558","5","1","1","1","1","0","0","0","0","1","0","1",11303.445,7.830322581,65091,414.7291146,29.32,2.42,3.23,1055.0523,"1"
"559","5","1","1","1","1","0","0","0","0","1","0","1",16208.9658,7.802903226,63214,402.7697569,34.33,0.38,1.84,809.481702,"1"
"560","5","1","1","1","1","0","0","0","0","1","0","1",8304.1929,7.802903226,59368,378.2648611,24.58865263,1.142599278,2.633293534,970.515931,"1"
"561","5","1","1","1","1","0","0","0","0","1","0","1",8571.475,7.802903226,53339,339.8509201,22.09160057,1.026564865,2.36587461,514.00978,"1"
"562","5","1","1","1","1","0","0","0","0","1","0","1",13013.285,7.802903226,60450.373,385.1612307,25.03694285,1.163430679,2.681302661,516.95495,"1"
