"","staff","process_1","process_2","process_3","process_4","process_5","process_6","process_7","process_8","process_9","process_10","process_11","COD","pH","Cr6","water","N","P","Cu","Cr","Ni","Zn","NH3N","HWsum"
"3610","4","0","0","0","0","0","0","0","0","0","1","0",486.482614637259,7.485,0.524670263507512,16223.7398327628,88.3326400645516,0.576806098659735,0.403990273671409,0.362642518628025,1.11937669681185,0.420002136573232,4.56919078712475,402.049036672835
"377","4","1","1","1","0","0","0","0","0","1","1","0",300.999477840733,6.98402594087155,0.324627171863441,10038.0508389557,54.6537075205588,0.356884972475626,0.24995931565875,0.224376381532687,0.692587547647252,0.259866272314535,2.82707747357873,391.941861238114
"38","4","0","0","0","0","0","0","0","0","0","1","0",659.581592645862,7.485,0.711357071181275,21996.428722232,119.762930174645,0.782043743213893,0.547737041886006,0.491677036136809,1.51767039966977,0.569446203958577,6.19498836275703,712.343651760634
"393","4","0","1","1","0","0","0","0","0","0","1","0",138.422016001618,7.485,0.149287792794352,4616.2446656765,25.1338521659118,0.164122335954249,0.1149499418061,0.103185000137174,0.318503424605404,0.119505899594739,1.30010113627362,304.331901006956
"401","4","0","0","1","0","0","0","0","0","0","1","0",262.277817203595,7.75750795257126,0.161119488313733,4982.10179973135,27.125817449649,0.17712973250053,0.124060215980816,0.111362852316283,0.343746183460999,0.128977253557328,1.40313971225458,861.692584863864
"415","4","0","1","1","0","0","0","0","0","0","1","0",301.810948702023,7.95514800552537,0.707887482951035,21889.1428506868,119.178795815788,0.778229386224018,0.545065496640543,0.489278919454296,1.51026808044678,0.566668773874481,1.92980706238133,2680.21317432363
"424","4","1","1","0","0","0","0","0","0","1","1","1",183.228881279421,7.37542891497461,0.177661460335366,6859.00628481388,37.3449118182175,0.24385971998948,0.170797353712798,0.153316518734355,0.473245495445053,0.177566782897482,1.9317437684957,322.972832271206
"43","4","0","1","1","0","0","0","0","0","0","1","0",47.2583800779832,7.485,0.0509680430747224,1576.02274010686,8.58089755496757,0.0560326744137651,0.0392448264331275,0.035228182098421,0.108739609430569,0.0408002669380949,0.443864895880773,438.65794435305
"44","4","0","0","1","0","0","0","0","0","0","1","0",112.165058946738,7.59073996750463,0.100474165707077,3106.8403186051,16.9156686726477,0.110458159189893,0.0773639916234082,0.0694459116340691,0.214360233069602,0.0804302576980094,0.874998385723685,693.295866725025
"45","4","1","1","0","0","0","0","0","0","1","1","1",544.166979523368,7.39210717988053,0.384462052418385,12630.294287207,68.7675745984618,0.449047559033516,0.314509237584273,0.282319722736399,0.871442542802892,0.326974584318029,3.55714680424339,354.702897179927
"465","4","1","1","0","0","0","0","0","0","1","1","1",444.158377869232,7.24903334315784,0.484801642979961,22903.8056363183,124.703282981221,0.814303909131947,0.570331797688447,0.511959255634153,1.58027597583722,0.592936487165174,6.4505384566318,392.00688690929
"47","4","0","0","0","0","0","0","0","0","0","1","0",901.22145001981,7.485,0.971965043972733,30054.891782604,163.638468448258,1.06854800750003,0.748402284599455,0.671804513950885,2.07367387691008,0.778064668462585,8.464542457715,957.301133722662
"48","4","1","1","0","0","0","0","0","0","1","1","1",186.041252518957,7.43119812801369,0.0801248388108797,4388.30510824776,23.8928002796218,0.156018352120158,0.109273977098129,0.0980899618764825,0.302776457260531,0.11360497313534,1.23590512906958,612.832699172149
"49","4","0","0","0","0","0","0","0","0","0","1","0",1406.78297572795,7.485,0.28821347197889,8912.07433130309,48.5231557126484,0.316852888362553,0.221921171338016,0.199207896512098,0.614899427031865,0.230716856414338,2.50996184260164,1945.57178589924
"50","4","1","1","0","0","0","0","0","0","1","1","1",432.730551977684,7.75752686750144,0.269583967762999,10298.3758002209,56.0710867023531,0.366140361670827,0.256441714367945,0.230195317183107,0.71054898588747,0.266605596339938,2.90039437944069,402.02173984886
"511","3","1","0","0","0","0","0","0","0","1","1","0",900.850864206704,6.67689978068504,0.971565367317504,30042.5330912609,163.571179660689,1.06810861628496,0.748094538374767,0.671528265725781,2.07282117431482,0.777744725388214,8.461061804553,782.089142136483
"522","4","1","1","0","0","0","0","0","0","1","1","1",325.709433415507,7.54668971765944,0.237531415965175,10534.7629521811,57.3581328084798,0.374544684577062,0.262328033646107,0.235479181626794,0.726858804950516,0.272725215919234,2.966969535079,363.307563819231
"53","4","0","1","0","0","0","0","0","0","0","1","0",4.30489915984923,7.485,0.00464282249066272,143.564357437766,0.781658165287063,0.00510417413051028,0.00357492197321493,0.00320903471718694,0.00990539796655592,0.00371661115865561,0.0404329053808542,588.023823358366
"54","5","0","1","1","0","0","0","0","0","0","0","0",3028.69869249046,7.12476638457477,6.48881670861473,200645.779658716,993.162121768991,5.72089311223133,4.99631677254075,4.48495178558365,13.8438000294726,5.19434217915672,36.9850901079582,341.841005848223
"553","3","1","0","0","0","0","0","0","0","1","1","0",499.138771340371,7.45276053305754,0.538319896472034,16645.8108125714,90.6306702485022,0.591812078521788,0.414500339112352,0.372076896390698,1.14849799792576,0.430928761074783,4.6880612111008,654.426468261745
"561","3","1","0","0","0","0","0","0","0","1","1","0",663.881366632086,7.431987634,0.715994366733902,22139.8221596877,120.543657736318,0.787141841106461,0.551307707199461,0.494882249787798,1.52756400471571,0.573158389943207,6.23537313124622,687.032900825461
"577","4","0","0","0","0","0","0","0","0","0","1","0",559.532894838035,7.485,0.603454805356448,18659.8982987035,101.596678516506,0.663419362148955,0.464653494997027,0.417096957487957,1.28746241803457,0.483069700892589,5.2553009523527,458.24778465338
"58","5","1","0","1","0","0","0","0","0","0","1","0",407.584515781823,7.75718400294992,0.441720748321213,13658.7929514884,74.3673933320304,0.485613992218683,0.340120068482832,0.00126386235968908,0.942405061459266,0.353600481679682,1.89702216799847,9132.22364346511
"593","4","1","1","0","0","0","0","0","0","1","1","1",309.82242258039,7.25995614489293,0.315888369426131,14176.9442805046,77.1885477233794,0.504035937999178,0.353022648535873,0.316891347818989,0.978155543703995,0.367014446119566,3.99273927387779,323.272955992372
"605","4","0","0","1","0","0","0","0","0","0","1","0",317.874952204949,7.83290522815552,0.148851235779292,4602.74555414978,25.0603541786402,0.163642398778652,0.114613797599006,0.102883259836847,0.317572037715903,0.11915643283271,1.29629929955336,1020.76748599038
"61","4","0","1","1","0","0","0","0","0","0","1","0",529.395410883406,7.485,0.570951605407651,17654.8414194779,96.124492152797,0.627686359553517,0.439626392870636,0.394631338121603,1.21811729420327,0.457050667263985,4.97224065455514,2210.9047722038
"621","3","1","0","0","0","0","0","0","0","1","1","0",857.720945277683,7.431987634,0.925049859651979,28604.1906683535,155.739903666067,1.0169709196373,0.712278114271641,0.639377594679304,1.97358098632019,0.740508743352814,8.05597265648479,599.058894819721
"634","3","0","1","0","0","0","0","0","0","1","1","0",36.1124886616208,7.45202774161536,0.0116273972365793,359.53985742378,3.22379036152735,0.012782797680072,0.00895296700856367,0.0080366452574607,0.024806890534413,0.0093078114698832,1.26229821459111,304.667664837352
"645","5","1","0","1","0","0","0","0","0","0","1","0",378.529971100264,7.68221267909316,0.421134336065162,13022.2243795898,70.9014981020412,0.462981933479676,0.324268759508967,0.00113295691919234,0.898484237035609,0.337120917894022,1.67874652818435,7829.40361202255
"652","1","0","0","0","0","0","0","0","0","0","1","0",52.2481178594597,7.485,0.0563494626778927,1742.42582448178,9.48690466966107,0.0619488387013603,0.043388459662884,0.0389477210248951,0.120220792516804,0.0451081305697574,0.490730010585489,331.160298259407
"66","4","0","1","0","0","0","0","0","0","0","1","0",4.35469319483539,7.485,0.00469652524010533,145.224941896128,0.790699472083831,0.00516321323520908,0.00361627249416673,0.00324615305134819,0.0100199720116966,0.00375960057657915,0.0409005859319505,595.735704265458
"67","4","1","1","0","0","0","0","0","0","1","1","1",319.807117018262,7.42848756477079,0.501407292541116,12371.770645778,67.3600029727552,0.439856212538775,0.308071693997038,0.276541051204099,0.85360538917279,0.320281893011324,3.48433721430336,392.603612047073
"68","4","0","0","0","0","0","0","0","0","0","1","0",348.654885423584,7.485,0.131087273985949,4053.45219281672,22.0696422183451,0.144113254334252,0.100935744709832,0.0906051330598718,0.279672873077989,0.104936259545304,1.14159846054837,1781.31474253653
"69","4","0","1","1","0","0","0","0","0","0","1","0",428.789579275846,7.485,0.462448471549143,14299.7311062149,77.8570794311179,0.508401403715884,0.356080185084211,0.319635950860439,0.986627370170772,0.370193166255088,4.02732047621123,1133.60470841427
"70","4","0","1","1","0","0","0","0","0","0","1","0",305.482189208359,7.485,0.329461764700145,10187.5450663387,55.4676517687171,0.362199972223292,0.253681898871928,0.227717964402868,0.702902084437837,0.263736397254579,2.86918044401404,1573.75216162963
"71","4","0","0","0","0","0","0","0","0","0","1","0",172.017129243018,7.485,0.176208896545257,5448.69320523723,29.6662459272557,0.193718557355115,0.135678892494594,0.121792376073779,0.375939226122657,0.141056427708065,1.53454869531177,474.005187124509
"72","1","0","0","1","0","0","0","0","0","0","1","0",33.4939429670653,7.485,0.0361231321424027,1116.99164647816,6.08163235327626,0.0397126432303803,0.0278144105942707,0.0249676502101411,0.0770681996204261,0.0289168148872447,0.314585169452515,676.074006879236
"73","4","1","1","0","0","0","0","0","0","1","1","1",297.709881096706,7.35817599405661,0.218831162485294,10082.311020499,54.8946888652089,0.358458563613704,0.251061446575917,0.225365711003773,0.695641332672976,0.261012085115487,2.83954273785885,369.32797159873
"74","4","0","1","1","0","0","0","0","0","0","1","0",429.612210809291,7.94427993292431,0.750471794844956,23205.9256898393,126.348221936785,0.825045248552674,0.577854943683223,0.518712419410071,1.60112111688826,0.600757806978197,2.50324452946615,1753.59196059269
"757","4","1","1","0","0","0","0","0","0","1","1","1",340.95957735403,7.34767337966817,0.594447339924518,13365.977077494,72.7731123912914,0.475203446585846,0.332828607569701,0.298764134973663,0.922201873762758,0.346020029355825,3.76434163436664,391.325843761763
"76","3","1","0","0","0","0","0","0","0","1","1","0",872.36045659706,7.54071640721564,0.940838535793332,29092.4046675481,158.398059664719,1.03432849636426,0.724435219147079,0.650290439460692,2.00726590545634,0.753147685885625,8.19347134358654,1144.91814777035
"771","4","0","0","1","0","0","0","0","0","0","1","0",599.097014034264,7.5874628276044,0.877467105159313,27132.8470783002,147.728947830288,0.964659926202424,0.675639921855455,0.606489262320966,1.87206384257107,0.702418421999613,7.64158918836269,1075.25577054451
"785","4","0","1","0","0","0","0","0","0","0","1","0",39.1039231762271,7.485,0.0421734818876373,1304.07923536591,7.1002594283688,0.0463642083709082,0.032473112230111,0.0291495418463221,0.0899765361488302,0.015797701698406,0.367275787612028,399.071148627579
"79","4","0","1","1","0","0","0","0","0","0","1","0",55.5577786508801,7.485,0.059918923510517,1852.7999138347,10.0878533298256,0.0658729925202932,0.0461369051383472,0.0414148673334041,0.127836187727581,0.0479655075904611,0.521815339059209,421.927666215247
"80","4","0","1","1","0","0","0","0","0","0","1","0",169.833876289524,7.96999859580061,0.614761556842395,19009.5232027285,103.500264958979,0.675849651883894,0.473359568200182,0.424911977272449,1.31158521405948,0.492120832916367,1.64168751402249,4551.50812204666
"812","4","1","1","0","0","0","0","0","0","1","1","1",370.86225030259,7.47253046921444,0.474248747460078,10671.8369809056,58.1044533850638,0.379418106518297,0.26574133868351,0.238543140245564,0.736316395187035,0.27627380455917,3.00557452979817,344.644688350462
"823","4","0","1","0","0","0","0","0","0","0","1","0",9.06676606632244,7.485,0.00977848398454825,302.368161500505,1.64628983501731,0.0107501597572425,0.00752932451057058,0.0067587095692942,0.0208622596897616,0.00782774343386121,0.0851577893732314,685.444210914361
"831","4","0","0","0","0","0","0","0","0","0","1","0",304.418732833676,7.485,0.149001376597702,4607.38817246631,25.085631631378,0.163807458691322,0.114729404162035,0.102987034450694,0.317892360649763,0.119276621684759,1.29760682855255,1589.31521652946
"841","3","1","0","0","0","0","0","0","0","1","1","0",869.121060558367,6.74294957775612,0.937344854896406,28984.3738403143,157.809869292849,1.03048765354253,0.721745123898425,0.647875671468776,1.99981218751341,0.750350970834635,8.16304596176303,772.895041056133
"8510","4","0","1","1","0","0","0","0","0","0","1","0",34.8558827227267,7.49930921781787,0.0380952422391517,1186.04184498878,6.36648066202599,0.0432979436214846,0.0295338418869506,0.0265266505124792,0.0818324023235631,0.0307043941050449,0.328561005981931,285.151405073374
"86","5","0","1","1","0","0","0","0","0","0","0","0",3595.83595517205,7.02851214382977,7.47437629874856,231121.039048548,1762.11394070685,5.96819435603647,5.75518670702908,5.1661526025258,15.9464776822115,5.98328937530882,50.9371754137906,327.644631853707
"873","4","0","1","1","0","0","0","0","0","0","1","0",96.8664772390272,7.485,0.104470249797619,3230.40634552515,17.5884428599188,0.114851329004463,0.0804409316059652,0.0722079314233742,0.222885822020821,0.08362914990457,0.909799038819935,572.921811491343
"883","4","0","0","0","0","0","0","0","0","0","1","0",572.93291223632,7.485,0.182053048358377,5629.40478808551,30.6501578588556,0.200143434583895,0.140178824486277,0.125831747687857,0.388407642176467,0.145734711382999,1.58544360049373,1389.13192353682
"89","4","1","1","0","0","0","0","0","0","1","1","1",408.35,7.41650049049827,0.819746305420995,10162.1650385662,55.3294663190694,0.361297630871398,0.25304990605802,0.227150654596499,0.701150958040749,0.263079356100405,2.86203251258644,357.795384687204
"901","4","1","1","1","0","0","0","0","0","0","1","0",443.687405046658,7.22340561733554,1.05851065040486,32783.3219930949,250.986101064174,1.0296795942932,0.798007468178887,0.708291743728618,2.24783781169398,0.860574779190602,4.85039059457962,301.496603684978
"916","2","0","1","1","0","0","0","0","0","0","1","0",51.571337630171,7.485,0.0556195565975766,1719.85583737519,9.36401891511679,0.0611464029539652,0.0428264408156505,0.0384432235533264,0.118663549020601,0.0445238352156996,0.484373487667073,381.828982720375
"921","4","0","0","0","0","0","0","0","0","0","1","0",408.692799073174,7.485,0.145740808889177,4506.56561310198,24.536687740704,0.160222892810276,0.112218803674444,0.10073338957721,0.310935985336474,0.116666514935825,1.26921155624663,1834.21799273679
"931","4","0","1","1","0","0","0","0","0","0","1","0",101.513989682937,7.485,0.109482579951509,3385.39653559686,18.4323107209351,0.120361728524665,0.0843003699870231,0.0756723626598523,0.233579558881458,0.087641554638297,0.953449871759819,488.354360267464
"94","4","1","1","0","0","0","0","0","0","1","1","1",270.461547588916,7.35414395493224,0.147434510916937,6663.24380901349,36.2790529900098,0.236899734768839,0.16592263666303,0.148940721698304,0.459738624816041,0.172498860729185,1.87660998895192,618.368740098685
"95","4","0","0","0","0","0","0","0","0","0","1","0",893.813633659774,7.485,0.963975732082473,29807.8480400355,162.293400829738,1.05976480777521,0.742250604149889,0.666282448572048,2.05662879316348,0.771669170495863,8.3949660226921,577.936334457221
"961","4","0","0","0","0","0","0","0","0","0","1","0",1109.5480321416,7.485,1.19664473267303,37002.3882880185,201.465178789783,1.31555383891897,0.921403148861016,0.827099018309136,2.55302486309534,0.957922297261156,10.4212082647696,1609.88158481563
"971","4","0","0","0","0","0","0","0","0","0","1","0",568.346699253096,7.485,0.612960470792199,18953.8304263297,103.197037079595,0.673869594358178,0.471972751914349,0.423667099961102,1.30774262326029,0.490679051583914,5.33808284994654,710.616397068948
"98","4","0","1","1","0","0","0","0","0","0","1","0",98.3740491062045,7.485,0.106096161804436,3280.68245615049,17.8621788510236,0.116638806503735,0.081692865970176,0.0733317321829717,0.226354683476922,0.0849307039094604,0.923958606891818,544.24883135321
"99","4","0","1","1","0","0","0","0","0","0","1","0",410.762164788554,7.485,0.443005950542125,13698.5337085985,74.5837679788498,0.487026903922409,0.341109660536652,0.306197635482084,0.94514702323577,0.354629295070986,3.85800158664478,828.824886647983
"100","4","0","0","1","0","0","0","0","0","0","1","0",51.7484664540272,8.21068857963229,0.0260074504277183,804.196722670319,4.37857241176797,0.028591778382118,0.0200254478600814,0.0179758749879795,0.0554865323568107,0.0208191416883215,0.226490827721324,469.56634898697
"101","4","0","1","1","0","0","0","0","0","0","1","0",62.7656437432093,7.485,0.0676925876574866,2093.17546803015,11.3966149088268,0.0744191160103271,0.0521225397540061,0.0467878820763036,0.144421192107779,0.0541883794394625,0.589513772166672,308.463391044756
"102","4","0","0","0","0","0","0","0","0","0","1","0",900.431326528302,7.485,0.971112897812531,30028.5419036287,163.495002487647,1.0676111845068,0.74774614155842,0.671215526096113,2.07185583493288,0.777382519746003,8.45712138063373,844.74772795511
"103","2","0","1","1","0","0","0","0","0","0","1","0",10.3576269413154,7.485,0.0111706740181516,345.417163394815,1.88067672940668,0.0122806900484055,0.00860129471354341,0.00772096599274297,0.0238324784261188,0.00894220148551318,0.0972819425423528,448.626244281922
"104","4","0","1","1","0","0","0","0","0","0","1","0",502.568084589744,7.485,0.542018402317947,16760.1751995321,91.2533447049218,0.595878099969657,0.417348147774299,0.374633235626856,1.1563887078385,0.433889439763305,4.72027035066689,1356.53289262826
"105","5","1","0","1","0","0","0","0","0","0","1","0",481.858894893071,7.54657009897283,0.54798594394962,16944.7022386833,92.2580304733485,0.602438628966955,0.421943088814612,0.113856029253288,1.16912037604293,0.438666498412808,14.8051547838724,11308.139639631
"106","4","0","0","0","0","0","0","0","0","0","1","0",761.653554967014,7.485,0.821441423664094,25400.4331236832,138.296554252294,0.9030670416444,0.632500769769214,0.567765333026627,1.75253383128626,0.657569481126684,7.15367888107286,314.237097991549
"1071","4","0","1","1","0","0","0","0","0","0","1","0",80.7627371184978,7.485,0.0871024068326447,2693.36168606931,14.6644208289487,0.0957576652496563,0.0670678856875518,0.06020359527303,0.185831771260144,0.069726072682816,0.758547876500746,417.701085930356
"1081","4","0","1","1","0","0","0","0","0","0","1","0",105.398567007276,7.485,0.113672086579443,3514.94355349585,19.1376493293456,0.124967541384961,0.0875262435328523,0.0785680737236379,0.242517812738927,0.0909952833567953,0.98993498818224,360.145839745462
"1091","4","1","1","1","0","0","0","0","0","0","1","0",49.6524340359325,7.48537770978046,0.067622111919313,2456.39220390671,11.1573192649084,0.0937508964471843,0.0643066112142524,-0.0134803064322536,0.0999456042953278,0.0566727740647508,0.113013440400783,309.704574797531
"1101","3","0","1","0","0","0","0","0","0","1","1","0",38.6494878276186,7.41262274884192,0.0122057416331221,377.423291310029,3.97920161332539,0.0134186111832435,0.00939828552395774,0.00843638636423881,0.0260407798611882,0.00977077980152732,0.887642784180585,326.523043939056
"1111","4","1","1","0","0","0","0","0","0","1","1","1",315.710250760633,7.39687990285205,0.240564678965602,8164.9973631212,44.4555805609167,0.290291900588923,0.203318072842707,0.182508795188681,0.56335394076425,0.211376438180325,2.29955800086427,327.767857014989
"1121","4","0","1","1","0","0","0","0","0","0","1","0",308.173989144276,7.485,0.332364864109944,10277.3140746602,55.9564129045181,0.365391549042937,0.255917253148749,0.229724533761466,0.709095806517897,0.266060348177896,2.89446263726794,1554.77641228762
"1131","4","0","0","0","0","0","0","0","0","0","1","0",913.849489203029,7.485,0.98558435207596,30476.0250692572,165.931393221076,1.08352064953067,0.758889000535579,0.681217931354396,2.10273048102594,0.788967017683054,8.58314879349874,1111.30187980767
"114","5","1","0","1","0","0","0","0","0","0","1","0",492.321423450839,7.5795244151681,0.499666119460976,15450.5671306495,84.1229826919091,0.549317323292539,0.384737360742711,0.00167186068387143,1.06603070378149,0.399986148276112,12.5902834420977,11600.4000619811
"1151","4","1","1","0","0","0","0","0","0","1","1","1",454.434040372898,7.33410896100099,1.47841696000192,10776.3089028332,58.6732667876641,0.383132419207664,0.26834281275273,0.240878357365047,0.743524562644997,0.278978386576521,3.03499759406182,346.215621059209
"1161","4","0","0","0","0","0","0","0","0","0","1","0",549.42177812817,7.485,0.157462904704702,4869.03371288953,26.5102009095306,0.173109798913074,0.121244687543794,0.108835488265712,0.335944913684269,0.126050133313159,1.37129565772339,1510.69734898059
"117","4","1","1","0","0","0","0","0","0","1","1","1",293.256467715967,7.35398984593614,0.215105792783434,10267.5204362053,55.9030899381592,0.365043353602924,0.255673379652988,0.229505620154816,0.708420081987211,0.265806808778936,2.89170439497667,373.348816337515
"1181","4","0","1","1","0","0","0","0","0","0","1","0",219.046134852778,7.96910242090724,0.647578319014533,20024.275992319,109.025242147171,0.711927374518001,0.498628110491905,0.447594325139816,1.38159931902016,0.518390875812094,2.26850915787545,4423.14556242858
"119","4","1","1","0","0","0","0","0","0","1","1","1",243.110129758692,7.40121641899784,0.290648847548291,7362.2872120199,40.0851020186546,0.261752974705531,0.183329642568448,0.164566148623467,0.507969975900537,0.190595780719468,2.07348584565647,327.923455744458
"1201","4","0","1","0","0","0","0","0","0","1","1","0",29.2256085866563,7.47413119329452,0.00853956841509269,2409.96354257736,2.95785525813926,-0.0248281386859283,0.0247261935036479,-0.000456938506294722,-0.0361563096876646,0.0418471567982921,0.477685763304364,361.216795899098
"1211","4","0","0","0","0","0","0","0","0","0","1","0",441.003198386572,7.485,0.475620828753006,14707.043870521,80.0747562554566,0.522882682054975,0.366222753881909,0.328740443975002,1.01473041088012,0.380737727800286,4.14203445411088,688.854089613315
"1221","4","0","0","0","0","0","0","0","0","0","1","0",669.884914153758,7.485,0.164789119952998,5095.5733412465,27.7436306599963,0.18116401086966,0.126885791433437,0.113899234484672,0.351575290993818,0.131914818421796,1.43509739497596,1583.43963743789
"1231","4","0","1","1","0","0","0","0","0","0","1","0",516.694627458144,7.94767724316468,0.725876062431754,22445.3818121301,122.207324168292,0.798005468528987,0.558916503396212,0.501712298130553,1.54864646520432,0.581068755126999,7.40345847161885,4476.40229874037
"124","4","0","0","0","0","0","0","0","0","0","1","0",577.91611867634,7.485,0.623281065375528,19272.961607291,104.934595749791,0.685215733082514,0.479919495358287,0.430800507002445,1.32976146779787,0.498940757529271,5.42796171105649,713.21766102511
"1251","4","1","1","1","0","0","0","0","0","1","1","0",208.057494416626,7.01254402767436,0.224389479281452,6938.52269022635,37.7778510776267,0.246686783731931,0.172777405714241,0.155093915937112,0.478731827077574,0.179625313385687,1.9541384591504,470.057152306977
"1261","5","0","1","1","0","0","0","0","0","0","0","0",2717.35277439889,7.15774249426373,5.30492142134404,164037.626940986,1332.17010591223,11.4250261942891,4.08473055479034,3.6666649509616,11.3179759320545,4.2466258996361,65.0978874069385,385.106080215343
"1271","4","0","0","1","0","0","0","0","0","0","1","0",204.089992294133,7.31199864859073,0.146242523594429,4522.07952007711,24.6211555819485,0.160774462044005,0.112605118282761,0.101080165557709,0.312006385895399,0.117068141201181,1.27358083277524,945.114938797424
"1281","5","1","0","1","0","0","0","0","0","0","1","0",2.41381111222319,7.29307351722049,0.00377865946658403,116.842873227317,0.636168946178215,0.00415413999081031,0.00290952550525018,0.00281614887355478,0.00806171659281017,0.00302484275691092,0.124057555822656,10182.4592999844
"1291","3","0","0","0","0","0","0","0","0","0","1","0",5596.27642892638,7.57823758562253,6.00150297297133,186281.825988292,1003.20698020487,6.60730873696822,4.61940239655077,4.17857643174151,12.7431999885891,4.77637885097304,52.4270098140829,510.229689071662
"1301","4","0","1","0","0","0","0","0","0","0","1","0",35.5900960339679,7.485,0.0383838281396266,1186.89638921498,6.46223944798424,0.0421979815094097,0.029555121148656,0.0265302024754736,0.0818913627964815,0.011552644518204,0.33427286800989,433.348536657603
"131","4","0","0","0","0","0","0","0","0","0","1","0",365.652097962741,7.485,0.147567069721948,4563.03684787023,24.8441540396088,0.162230626783298,0.113625004031558,0.101995667519639,0.314832287063351,0.118128448722223,1.28511589449225,1547.35029103607
"132","4","0","1","1","0","0","0","0","0","1","1","0",9020.60870804837,7.4918494678438,1.40651014989245,41996.9284452576,235.873249108898,1.53576499941482,1.08465793202378,1.00239785878197,3.01693196011277,1.11011532409059,154.990555368686,252.530722122035
"1331","4","0","1","1","0","0","0","0","0","0","1","0",145.340628712385,7.485,0.156749498921027,4846.97392378375,26.3900930018706,0.172325502818034,0.120695372804476,0.108342395574911,0.334422870885171,0.125479046700074,1.36508282427739,293.421697981343
"1341","4","0","0","1","0","0","0","0","0","0","1","0",241.375770929233,7.73810108727811,0.148525912538074,4592.68598396991,25.0055833080983,0.163284748550992,0.114363302501235,0.102658402285944,0.316877964846589,0.118896009901919,1.2934661613169,870.215114219095
"1351","4","0","0","0","0","0","0","0","0","0","1","0",714.79829471234,7.485,0.210709979214832,6515.52816662509,35.4747925145254,0.231647968676088,0.162244343146692,0.145638895121851,0.449546804043376,0.168674780286505,1.83500793146112,2031.37905575998
"1361","4","0","1","1","0","0","0","0","0","0","1","0",73.5939780907224,7.485,0.0793709180861133,2454.29028271168,13.3627599069192,0.0872579084586189,0.0611147254646497,0.0548597315970787,0.169336748372054,0.0635369631177225,0.691216739507872,316.026081088735
"1371","3","1","0","0","0","0","0","0","0","1","1","0",641.296279004947,7.41390981244477,0.691636406961379,21386.6306287317,116.442790900428,0.760363460950057,0.532552349404831,0.478046472293985,1.4755966371959,0.553659676937907,6.0232472075136,643.522314221631
"138","5","1","0","1","0","0","0","0","0","0","1","0",442.224088371375,7.78030018007923,0.471966403265644,14594.0425337532,79.4595031440324,0.518865121208935,0.36340888760675,0.0017793076045753,1.00693374561472,0.377812335433855,2.25300439677954,9231.93394463022
"139","4","1","1","0","0","0","0","0","0","1","1","1",300.484383423403,7.44127956512351,0.59,12495.604236225,68.0342339498919,0.444258894674226,0.31115529658511,0.279309051957447,0.862149438691896,0.323487711979253,3.51921322368436,390.844907676709
"1401","3","0","1","0","0","0","0","0","0","1","1","0",24.4152125332996,7.51429589264758,0.0106583281265166,329.574505036207,2.68234419188485,0.0117174327968521,0.00820679437789074,0.00736684178400625,0.0227393942131921,0.00853206461408857,0.88075334153045,303.620671417395
"1411","4","0","1","0","0","0","0","0","0","0","1","0",12.7943717680077,7.485,0.0137986970367856,426.680322323697,2.32312646308514,0.0151698567479092,0.0106248437650847,0.00953740767401173,0.0294393290511884,0.00733292524044974,0.120168581194564,567.441813572192
"142","4","0","1","1","0","0","0","0","0","0","1","0",129.579888801364,7.485,0.139751581242011,4321.36799957673,23.5283509281217,0.153638522445783,0.107607164481199,0.0965937442057784,0.2981580498056,0.111872096447197,1.21705322261977,325.460007440734
"1431","3","1","0","0","0","0","0","0","0","1","1","0",628.803929133683,7.41063560728666,0.67816343927921,20970.0224544582,114.174503794766,0.745551701190396,0.522178314231629,0.468734202917454,1.44685224857038,0.542874474392091,5.90591530681026,594.647777767868
"1441","5","1","0","1","0","0","0","0","0","0","1","0",434.211473993807,7.88896565287173,0.518293894813038,16026.5711450675,87.2591249014128,0.569796117893206,0.399080540657327,0.15623698486732,1.10577280288058,0.414897809946042,8.56883393700435,10101.6423464562
"145","4","0","1","1","0","0","0","0","0","0","1","0",152.2572171264,7.9258726469634,0.469157105009783,14507.1740166569,78.9865341767454,0.51577666615848,0.361245758782421,0.324272836048029,1.00094014617104,0.375563473115214,1.37741776576283,2818.96839801354
"146","1","0","0","0","0","0","0","0","0","0","1","0",50.8826927500848,7.485,0.0548768550729291,1696.8901752131,9.23897884299684,0.0603298999434759,0.0422545681571587,0.0379298816494828,0.117079004885081,0.0439292982058071,0.477905528046769,309.832344334372
"1471","2","0","1","1","0","0","0","0","0","0","1","0",12.1280057321507,7.485,0.0130800235537105,404.457638933133,2.20213165461736,0.0143797686998885,0.0100714731150767,0.00904067392819683,0.0279060474387219,0.010470648026767,0.113909870952445,327.222592029385
"1481","4","0","1","0","0","0","0","0","0","0","1","0",16.9858585796241,7.485,0.0183192054291186,566.462484143274,3.08419188434297,0.0201395623579333,0.0141055845835262,0.0126619008880822,0.0390837688717204,0.0146646494086738,0.15953628406563,866.872846933859
"1491","5","0","1","1","0","0","0","0","0","0","0","0",2205.43401178308,7.17768845037964,5.92922716310349,183342.273388077,83.2002136263675,2.55804184558908,4.56543904011641,4.09817369535159,12.6499235376905,4.74638691851492,18.7563011930228,442.993110216095
"1501","4","0","1","0","0","0","0","0","0","1","1","0",831.733306513361,7.87278742280407,0.130656330330793,4040.12664678778,21.9970892412039,0.143639488487499,0.100603922814109,0.0903072730018898,0.278753460638143,0.104591286801467,1.13784550588236,499.050169130877
