"","staff","process_1","process_2","process_3","process_4","process_5","process_6","process_7","process_8","process_9","process_10","process_11","COD","pH","Cr6","water","N","P","Fe","Cu","Cr","Zn","Ni","NH3N","HW17logic"
"3201","3","1","0","1","1","0","0","0","0","0","0","1",2.408033666,7.473833334,0.000338698,103.56,0.474990303,0.007492207,0.063169443,0.003878147,0.001732845,0.011727752,0.001571957,0.048154373,"1"
"3202","3","1","0","1","1","0","0","0","0","0","0","1",4.505180791,7.473833334,0.000633669,193.75,0.888657506,0.014017141,0.118183465,0.00725561,0.003241972,0.021941406,0.002940968,0.090091828,"1"
"3203","3","1","0","1","1","0","0","0","0","0","0","1",6.898100301,7.473833334,0.000970241,296.66,1.360666507,0.021462322,0.180956422,0.011109415,0.004963941,0.033595548,0.004503058,0.137943957,"1"
"3204","4","1","0","1","1","0","0","0","0","0","0","1",300.881,7.593870968,0.467,15811.674,72.52213047,1.143919788,9.644791868,0.59212046,0.264572963,0.904,0.391,9.444,"1"
"3205","4","1","0","1","1","0","0","0","0","0","0","1",435.968,7.590344828,0.499,23459.841,107.6013615,1.697238151,14.31001447,0.878531385,0.392547914,0.364,0.226,10.493,"1"
"3206","4","1","0","1","1","0","0","0","0","0","0","1",292.625,7.274072241,0.637,17151.686,78.66825549,1.24086501,10.46217128,0.642301644,0.286995064,0.686,0.143,6.093,"1"
"3207","2","1","0","1","1","0","0","0","0","0","0","1",1009.112,7.68,1.522095036,54502.92,249.9841494,3.943097277,33.2456462,2.041042212,0.911984338,1.841,0.722108686,21.457,"1"
"3208","4","1","0","1","1","0","0","0","0","0","0","1",390.206,7.687333333,0.027,23198.296,106.4017541,1.678316277,14.15047746,0.868736966,0.388171544,0.535,0.30735401,11.121,"1"
"3209","4","1","0","1","1","0","0","0","0","0","0","1",445.295,7.602258065,0.138,25998.284,119.2442334,1.8808857,15.85841184,0.973591783,0.435023074,2.48,0.558,6.558,"1"
"3210","4","1","0","1","1","0","0","0","0","0","0","1",298.1,7.26,0.426,16186.292,74.24036065,1.171022101,9.873301046,0.606149271,0.270841357,0.935,0.224,5.231,"1"
"3211","3","1","0","1","1","0","0","0","0","0","0","1",989.475,7.662580645,1.352567029,48432.49,222.1413975,3.503922715,29.54281031,1.813714871,0.810409283,2.064,0.641681615,27.454,"1"
"3212","4","0","1","1","0","0","0","0","0","1","1","0",542.745,7.409,0.35,27967.601,128.2767409,2.023358957,17.05965419,1.047339376,0.467975185,1.571,0.536,13.755,"1"
"3213","4","0","1","1","0","0","0","0","0","1","1","0",1028.072,7.872413793,1.473527585,52763.825,242.0075826,3.817279784,32.18483446,1.975916044,0.882884477,3.137,0.699067432,18.969,"1"
"3214","4","0","1","1","0","0","0","0","0","1","1","0",205.565,7.921290323,0.066,15150.014,69.48734789,1.096050981,9.241193046,0.567342412,0.253501565,0.431,0.200722396,7.084,"1"
"3215","2","0","1","0","0","0","0","0","0","1","0","1",23.64179364,7.766451613,0.003325297,1016.74,4.663399393,0.073557614,0.620190227,0.038075194,0.017012867,0.115141702,0.015433289,0.472774015,"1"
"3216","2","0","1","0","0","0","0","0","0","1","0","1",27.7649351,7.785483871,0.003905231,1194.06,5.476698742,0.086386101,0.728351734,0.044715528,0.019979921,0.135222476,0.018124863,0.555226056,"1"
"3217","2","0","1","0","0","0","0","0","0","1","0","1",11.13192388,8.238214286,0.001565742,478.74,2.195798164,0.034635179,0.29202143,0.017928004,0.008010642,0.054215373,0.007266885,0.222609351,"1"
"3218","2","0","1","0","0","0","0","0","0","1","0","1",21.21050743,7.845806452,0.002983329,912.18,4.18382247,0.06599306,0.556410804,0.034159599,0.01526329,0.103300704,0.013846153,0.424154652,"1"
"3219","2","0","1","0","0","0","0","0","0","1","0","1",24.67188143,7.559333333,0.003470182,1061.04,4.866586632,0.076762565,0.647212304,0.039734154,0.017754129,0.120158498,0.016105727,0.493373076,"1"
"3220","2","0","1","0","0","0","0","0","0","1","0","1",25.2004118,7.817,0.003544522,1083.77,4.970840491,0.078407002,0.661077131,0.040585354,0.018134464,0.122732579,0.01645075,0.5039423,"1"
"3221","2","0","1","0","0","0","0","0","0","1","0","1",26.476279,7.772258065,0.003723977,1138.64,5.222508296,0.082376656,0.694546688,0.042640143,0.019052591,0.128946385,0.017283633,0.529456306,"1"
"3222","2","0","1","0","0","0","0","0","0","1","0","1",8.636693167,7.795517241,0.00121478,371.43,1.703608038,0.026871673,0.226564565,0.013909426,0.006215049,0.042062949,0.005638006,0.172711266,"1"
"3223","2","0","1","0","0","0","0","0","0","1","0","1",18.67760759,7.459032258,0.002627068,803.25,3.684202021,0.058112352,0.489965773,0.030080355,0.01344059,0.090964821,0.012192684,0.373503283,"1"
"3224","2","0","1","0","0","0","0","0","0","1","0","1",28.12744229,7.810666667,0.003956218,1209.65,5.548204139,0.087513983,0.737861309,0.045299347,0.020240784,0.136987981,0.018361507,0.562475252,"1"
"3225","2","0","1","0","0","0","0","0","0","1","0","1",25.88659443,7.816,0.003641036,1113.28,5.106191629,0.080541948,0.679077616,0.041690454,0.018628248,0.126074467,0.016898688,0.517664158,"1"
"3226","2","0","1","0","0","0","0","0","0","1","0","1",19.43471049,7.869666667,0.002733557,835.81,3.833542348,0.060467955,0.509826695,0.031299671,0.013985409,0.094652109,0.012686919,0.38864336,"1"
"3227","2","1","0","1","1","0","0","0","0","0","0","1",26.13934961,7.954516129,0.003676587,1124.15,5.156048181,0.081328355,0.68570809,0.042097517,0.018810133,0.127305451,0.017063686,0.5227186,"1"
"3228","2","1","0","1","1","0","0","0","0","0","0","1",18.15000732,7.928064516,0.002552859,780.56,3.580131627,0.056470809,0.476125345,0.029230652,0.013060924,0.08839527,0.011848268,0.362952658,"1"
"3229","2","1","0","1","1","0","0","0","0","0","0","1",29.80185813,7.889032258,0.004191731,1281.66,5.878486601,0.092723657,0.78178591,0.047996,0.021445711,0.145142823,0.01945456,0.595959187,"1"
"3230","2","0","1","0","0","0","0","0","0","0","0","0",101.308,7.599666667,0.003582192,1095.288,5.023669173,0.079240289,0.668102871,0.041016684,0.018327192,0.124036946,0.002914231,0.509298056,"0"
"3231","2","0","1","0","0","0","0","0","0","0","0","0",161.495,7.167,0.00612782,1873.637,8.593659784,0.13555114,1.142879552,0.070164538,0.03135112,0.212181829,0.004985184,0.871222621,"1"
"3232","2","0","1","0","0","0","0","0","0","0","0","0",188.466,7.528064516,0.007231977,2211.243,10.14213001,0.159975764,1.348812182,0.082807312,0.037000201,0.250414346,0.005883452,1.028206062,"1"
"3233","2","0","1","0","0","0","0","0","0","0","0","0",61.814,7.334652778,0.002310508,706.459,3.240258544,0.051109859,0.430925278,0.026455695,0.01182101,0.080003631,0.001879675,0.328496428,"1"
"3234","2","0","1","0","0","0","0","0","0","1","0","1",99.5,7.818387097,0.004677623,1430.226,6.559902296,0.103471892,0.872408076,0.053559546,0.02393163,0.161967322,0.003805401,0.665040904,"1"
"3235","2","0","1","0","0","0","0","0","0","1","0","1",110.078,7.633870968,0.005396957,1650.169,7.568697123,0.119384005,1.006568726,0.061796039,0.027611884,0.18687498,0.004390603,0.767312217,"1"
"3236","2","0","1","0","0","0","0","0","0","1","0","1",152.342,7.506774194,0.005176094,1582.638,7.25895813,0.114498372,0.965376222,0.059267118,0.026481904,0.179227366,0.004210923,0.735910972,"1"
"3237","2","0","1","0","0","0","0","0","0","1","0","1",300.11293,7.274145806,0.011062858,3382.57,15.51456113,0.244717211,2.063297259,0.126671528,0.056599736,0.383062401,0.009,1.572861499,"1"
"3238","2","0","1","0","0","0","0","0","0","1","0","1",127.988,7.169354839,0.0043576,1332.376,6.111101589,0.096392784,0.812721614,0.049895229,0.022294329,0.150886205,0.003545051,0.619541624,"1"
"3239","3","1","0","1","1","0","0","0","0","0","0","1",175.87,8.217741935,0.017066799,5218.33,23.93449353,0.377528081,3.18307263,0.195417636,0.087317069,0.1,0.079210021,2.42647169,"1"
"3240","3","1","0","1","1","0","0","0","0","0","0","1",210.38,8.165,0.022874442,6994.07,32.07913704,0.505996713,4.266237051,0.261916097,0.117030102,0.43,0.106164316,3.252173177,"1"
"3241","3","1","0","1","1","0","0","0","0","0","0","1",130.79,7.452962963,0.008762027,2679.07,12.28787439,0.193821425,1.634176909,0.100326642,0.044828238,0.1,0.040666112,1.245740977,"1"
"3242","3","1","0","1","1","0","0","0","0","0","0","1",181.96,8.034347826,0.015291709,4675.58,21.44510586,0.338262001,2.852006433,0.175092567,0.078235363,3.91,0.070971516,2.174098324,"1"
"3243","3","1","0","1","1","0","0","0","0","0","0","1",246.15,7.475483871,0.022231452,6797.47,31.17740767,0.491773385,4.146315145,0.25455376,0.113740441,0.34,0.103180087,3.160756127,"1"
"3244","3","1","0","1","1","0","0","0","0","0","0","1",151.73,8.145806452,0.018555095,5673.39,26.02168055,0.410450094,3.460649754,0.212458864,0.094931479,0.17,0.086117463,2.638070077,"1"
"3245","3","1","0","1","1","0","0","0","0","0","0","1",234.84,8.159642857,0.016812481,5140.57,23.57783801,0.371902415,3.135640649,0.192505656,0.08601593,0.87,0.078029687,2.390314061,"1"
"3246","3","1","0","1","1","0","0","0","0","0","0","1",160.3,8.015566323,0.013509653,4130.7,18.94594869,0.298841822,2.51964098,0.154687732,0.069118016,0.79,0.062700679,1.920734528,"1"
"3247","3","1","0","1","1","0","0","0","0","0","0","1",143.57,8.007254516,0.015938427,4873.32,22.35206398,0.352567804,2.972623715,0.182497595,0.081544099,0.02,0.073973049,2.266045462,"1"
"3248","3","1","0","1","1","0","0","0","0","0","0","1",177.51,7.902666667,0.018111772,5537.84,25.39996429,0.400643522,3.377967076,0.207382746,0.092663354,0.76,0.084059924,2.575040671,"1"
"3249","3","1","0","1","1","0","0","0","0","0","0","1",148.9,7.871290323,0.016437415,5025.89,23.0518445,0.363605715,3.065688238,0.188211084,0.084097017,0.81,0.076288938,2.336988999,"1"
"3250","3","1","0","1","1","0","0","0","0","0","0","1",202.26,7.8792436,0.016086256,4918.52,22.55937918,0.355837867,3.000194774,0.184190259,0.08230042,0.14,0.074659148,2.287063014,"1"
"3251","3","1","0","1","1","0","0","0","0","0","0","1",149.41,8.086296296,0.016232875,4963.35,22.76499732,0.359081162,3.02754014,0.185869067,0.08305055,0.15,0.075339631,2.307908519,"1"
"3252","3","1","0","1","1","0","0","0","0","0","0","1",44.5,8.044517241,0.017268527,5280.01,24.21739622,0.381990415,3.220696146,0.197727448,0.088349146,0.11,0.080146274,2.455152278,"1"
"3253","3","1","0","1","1","0","0","0","0","0","0","1",325.67,6.809,0.020366978,6227.39,28.56266769,0.450530073,3.798578217,0.233205228,0.104201429,0.55,0.094526734,2.895674581,"1"
"3254","3","1","0","1","1","0","0","0","0","0","0","1",110.71,8.13,0.016686696,5102.11,23.40143663,0.369119967,3.11218085,0.191065394,0.085372388,0.1,0.077445896,2.372430543,"1"
"3255","3","1","0","1","1","0","0","0","0","0","0","1",98.69,8.064193548,0.017839335,5454.54,25.0178989,0.394617056,3.327155811,0.204263302,0.091269515,0.21,0.082795498,2.536306997,"1"
"3256","1","0","1","0","0","0","0","0","0","0","0","0",397.54,7.726774194,0.034524167,10556.08,48.41672115,0.763695786,6.438988973,0.39530735,0.176632365,1.195433458,0.160232741,82.82,"1"
"3257","1","0","1","0","0","0","0","0","0","0","0","0",800.19,7.410333333,0.040310813,12325.4,56.53191856,0.891699953,7.518237328,0.461565393,0.206237973,1.395801808,0.187089585,101.371,"1"
"3258","1","0","1","0","0","0","0","0","0","0","0","0",483.02328,7.831666667,0.025090502,7671.650395,35.18694041,0.555017305,4.679546982,0.287290338,0.128367893,0.868783446,0.116449437,142.375,"1"
"3259","1","0","1","0","0","0","0","0","0","0","0","0",250.3904,7.273225806,0.016907078,5169.4937,23.71050001,0.373994944,3.153283504,0.1935888,0.086499903,0.585424299,0.078468726,79.046094,"1"
"3260","1","0","1","0","0","0","0","0","0","1","0","1",6.793947,6.908214286,0.001237529,378.385679,1.73551109,0.027374892,0.230807384,0.014169904,0.006331437,0.042850651,0.005743588,0.951926,"1"
"3261","1","0","1","0","0","0","0","0","0","1","0","1",360.187,7.740322581,0.028856373,8823.1,40.46820149,0.638320692,5.381907262,0.330410179,0.147634824,0.999180467,0.133927509,17.567,"1"
"3262","1","0","1","0","0","0","0","0","0","1","0","1",10.634201,7.136470581,0.001716184,524.73885,2.406777381,0.037963036,0.320079771,0.019650583,0.00878033,0.059424557,0.007965111,1.475375,"1"
"3263","1","0","1","0","0","0","0","0","0","1","0","1",5.489004,7.543504464,0.000560179,171.279857,0.785595512,0.012391504,0.104477146,0.006414141,0.002865985,0.019396753,0.002599889,0.483077,"1"
"3264","1","0","1","0","0","0","0","0","0","1","0","1",539.53806,7.68516129,0.027883646,8525.68,39.10404916,0.616803386,5.200487256,0.319272303,0.142658166,0.965498853,0.129412914,39.1682,"1"
"3265","1","0","1","0","0","0","0","0","0","1","0","1",2.722699,7.381666667,0.000301228,92.103092,0.422441827,0.006663339,0.056180968,0.003449105,0.001541139,0.010430303,0.00139805,1.035535,"1"
"3266","1","0","1","0","0","0","0","0","0","1","0","1",12.038995,7.466129032,0.001359606,415.712,1.906712718,0.030075322,0.253575663,0.015567712,0.00695601,0.047077706,0.006310171,1.876486,"1"
"3267","1","0","1","0","0","0","0","0","0","1","0","1",7.788487,7.446774194,0.001140498,348.717785,1.599435752,0.025228523,0.212710587,0.013058892,0.005835011,0.039490882,0.005293253,2.45404,"1"
"3268","1","0","1","0","0","0","0","0","0","1","0","1",2.997951,7.608709677,0.000837052,255.936195,1.173881913,0.018516096,0.156115749,0.009584378,0.004282519,0.028983741,0.003884904,1.679757,"1"
"3269","1","0","1","0","0","0","0","0","0","1","0","1",5.290637,7.844666667,0.001348751,412.392973,1.891489604,0.029835202,0.251551126,0.01544342,0.006900473,0.04670184,0.006259791,4.69783,"1"
"3270","1","1","0","1","1","0","0","0","0","0","0","1",56.279512,7.358846154,0.009144198,2795.9221,12.8238305,0.202275269,1.705454257,0.104702556,0.046783496,0.316626894,0.042439832,13.205454,"1"
"3271","1","1","0","1","1","0","0","0","0","0","0","1",4.535374,7.783225806,0.00111805,341.854,1.567954183,0.024731952,0.208523821,0.012801854,0.005720161,0.038713586,0.005189067,3.523381,"1"
"3272","1","1","0","1","1","0","0","0","0","0","0","1",3.050494,7.576333333,0.000703645,215.145815,0.986791966,0.015565054,0.131234467,0.008056847,0.003599984,0.024364395,0.003265739,1.236481,"1"
"3273","1","1","0","1","1","0","0","0","0","0","0","1",17.708341,7.074012097,0.001448513,442.896036,2.031395544,0.032041992,0.270157359,0.016585708,0.007410874,0.050156189,0.006722803,2.207993,"1"
"3274","1","1","0","1","1","0","0","0","0","0","0","1",6.722638,7.081333333,0.001351858,413.343032,1.895847163,0.029903935,0.252130642,0.015478998,0.00691637,0.04680943,0.006274212,1.780419,"1"
"3275","1","1","0","1","1","0","0","0","0","0","0","1",4.271495,7.513548387,0.001250422,382.328021,1.753593112,0.027660107,0.233212131,0.014317538,0.006397403,0.043297105,0.00580343,3.191349,"1"
"3276","2","1","0","1","1","0","0","0","0","0","0","1",33.5348381,7.782903226,0.007448776,2277.5314,10.44616967,0.1647715,1.389246725,0.076900804,0.028764831,0.141316175,0.039706036,0.203315767,"1"
"3277","2","1","0","1","1","0","0","0","0","0","0","1",23.5242,7.727741935,0.004622667,1413.4228,6.482832413,0.102256239,0.862158474,0.0124,0.0216,0.0877,0.0347,0.1151,"1"
"3278","2","1","0","1","1","0","0","0","0","0","0","1",52.4803,7.361785714,0.004673809,1429.0599,6.554553839,0.103387529,0.871696779,0.0826,0.0393,0.5545,0.0338,0.3769,"1"
"3279","2","1","0","1","1","0","0","0","0","0","0","1",23.90965948,7.593458115,0.005310826,1623.8337,7.447907126,0.117478738,0.990504741,0.054828714,0.020508741,0.100755567,0.028309599,0.144960019,"1"
"3280","2","1","0","1","1","0","0","0","0","0","0","1",14.219,7.801,0.004192007,1281.7446,5.878874629,0.092729777,0.781837514,0.0632,0.0278,0.0211,0.0703,0.2191,"1"
"3281","2","1","0","1","1","0","0","0","0","0","0","1",15.8307,7.247666667,0.005978398,1827.95,8.384110904,0.132245844,1.115011434,0.0555,0.0079,0.1064,6e-04,0.1092,"1"
"3282","2","1","0","1","1","0","0","0","0","0","0","1",38.81783114,7.5404889,0.008622237,2636.3279,12.09183265,0.190729182,1.608105118,0.089015561,0.033296369,0.163578766,0.045961224,0.235345616,"1"
"3283","2","1","0","1","1","0","0","0","0","0","0","1",27.88782002,7.727096774,0.006194457,1894.012,8.687112154,0.137025201,1.155307878,0.063951279,0.023921046,0.117519579,0.033019834,0.1690789,"1"
"3284","2","1","0","1","1","0","0","0","0","0","0","1",20.07850098,7.659004,0.004459847,1363.6391,6.25449353,0.098654561,0.831791454,0.0213,0.0043,0.1043,0.0125,0.121732385,"1"
"3285","2","1","0","1","1","0","0","0","0","0","0","1",37.31086918,7.3485492,0.00828751,2533.982,11.62241096,0.183324811,1.545676251,0.085559854,0.032003758,0.157228411,0.044176946,0.226209173,"1"
"3286","2","1","0","1","1","0","0","0","0","0","0","1",30.7231,7.452580645,0.005541622,1694.4015,7.771574765,0.122584073,1.03354963,0.0106,0.0214,0.1981,0.0308,0.1659,"1"
"3287","2","1","0","1","1","0","0","0","0","0","0","1",15.018,7.818064516,0.006171871,1887.1061,8.655437419,0.136525583,1.151095423,0.0236,0.0049,0.006,0.0059,0.1793,"1"
"3288","2","1","0","1","1","0","0","0","0","0","0","1",22.5779,7.295483871,0.007051563,2156.08,9.889118323,0.155984912,1.3151639,0.0728,0.0064,0.026,1e-04,0.1929,"1"
"3289","2","1","0","1","1","0","0","0","0","0","0","1",28.1436,7.398666667,0.005894842,1802.402,8.266931952,0.130397535,1.099427686,0.0344,0.0242,0.1832,0.0438,0.1553,"1"
"3290","2","1","0","1","1","0","0","0","0","0","0","1",36.1676,7.828387097,0.005425509,1658.899,7.608738311,0.120015591,1.011893844,0.056012693,0.02095161,0.102931297,0.02892092,0.0515,"1"
"3291","2","1","0","1","1","0","0","0","0","0","0","1",24.09498273,7.620322581,0.00535199,1636.42,7.505635693,0.118389313,0.998182122,0.05525369,0.020667704,0.101536521,0.028529026,0.146083601,"1"
"3292","2","1","0","1","1","0","0","0","0","0","0","1",0.02,7.572,0.009569007,2925.8113,13.41958282,0.211672303,1.784683964,0.098789963,0.036952494,0.18154062,0.051008021,0.261187867,"1"
"3293","2","1","0","1","1","0","0","0","0","0","0","1",46.0879,7.867419355,0.009023467,2759.0077,12.6545182,0.19960464,1.682937242,0.2174,0.044,0.1563,0.0481,0.5183,"1"
"3294","2","1","0","1","1","0","0","0","0","0","0","1",25.94482283,7.502353333,0.005762878,1762.0526,8.081864612,0.127478396,1.074815392,0.365,0.0471,0.7784,0.0295,0.157298853,"1"
"3295","2","1","0","1","1","0","0","0","0","0","0","1",32.6396,7.318709677,0.0077165,2359.3904,10.82162574,0.170693714,1.439179011,0.0814,0.0218,0.0869,0.0727,0.1727,"1"
"3296","2","1","0","1","1","0","0","0","0","0","0","1",43.74957386,7.445580645,0.009717678,2971.2691,13.62808045,0.214961017,1.812412275,0.3553,0.0942,1.018,0.01,0.265245896,"1"
"3297","2","1","0","1","1","0","0","0","0","0","0","1",61.0818,7.335666667,0.008063691,2465.5474,11.3085275,0.178373805,1.50393257,0.1108,0.0231,0.4944,0.1276,0.2201,"1"
"3298","2","1","0","1","1","0","0","0","0","0","0","1",26.77951001,7.217333333,0.005948279,1818.7407,8.34187135,0.131579583,1.109393952,0.061409745,0.022970383,0.112849148,0.031707569,0.162359413,"1"
"3299","2","1","0","1","1","0","0","0","0","0","0","1",22.55117492,7.689583333,0.005009079,1531.5717,7.024736448,0.110803902,0.934226843,0.051713489,0.019343488,0.095030898,0.026701121,0.136723768,"1"
"3300","2","1","0","1","1","0","0","0","0","0","0","1",1.467119737,7.492970968,0.000325877,99.64,0.457010755,0.007208609,0.060778325,0.003364343,0.001258436,0.006182459,0.001737104,0.008894886,"1"
"3301","2","1","0","1","1","0","0","0","0","0","0","1",4.009,7.761,0.009745886,2979.8937,13.66763821,0.215584977,1.817673102,0.0322,0.0077,0.0443,0.0039,0.1234,"1"
"3302","3","0","1","1","0","0","0","0","0","1","1","0",123.13,6.89483871,0.015392344,4706.35,21.58623614,0.340488104,2.870775492,0.176244851,0.07875023,0.532975144,0.07143858,29.96,"1"
"3303","3","0","1","1","0","0","0","0","0","1","1","0",178.48,7.19516129,0.020551372,6283.77,28.82126129,0.454608971,3.832968843,0.235316563,0.105144822,0.711611593,0.095382537,27.81,"1"
"3304","3","0","1","1","0","0","0","0","0","1","1","0",113.42,7.359285714,0.019077794,5833.21,26.75471406,0.422012517,3.558136625,0.218443853,0.097605709,0.660587491,0.088543401,16.2,"1"
"3305","3","0","1","1","0","0","0","0","0","1","1","0",43.51,7.182,0.013916967,4255.24,19.51716627,0.307851859,2.595607786,0.159351544,0.071201914,0.481888757,0.064591095,33.87,"1"
"3306","3","0","1","1","0","0","0","0","0","1","1","0",107.93,7.108709677,0.014087919,4307.51,19.75690887,0.311633413,2.627491398,0.161308967,0.072076536,0.487808124,0.065384512,23.29,"1"
"3307","3","0","1","1","0","0","0","0","0","1","1","0",7.82,7.283333333,0.002785526,851.7,3.90642373,0.061617542,0.519519264,0.031894725,0.014251293,0.096451588,0.012928116,0.98,"1"
"3308","3","0","1","1","0","0","0","0","0","1","1","0",118.95,7.098,0.018031382,5513.26,25.28722519,0.398865244,3.362973788,0.206462266,0.092252062,0.624354445,0.08368682,21.22,"1"
"3309","3","0","1","1","0","0","0","0","0","1","1","0",14.76,7.801538462,0.012589419,3849.33,17.6554116,0.278485678,2.348011139,0.144150901,0.064409919,0.435921088,0.05842971,7.31,"1"
"3310","3","0","1","1","0","0","0","0","0","1","1","0",67.05,7.214776387,0.019363215,5920.48,27.15498833,0.428326199,3.611369508,0.221711967,0.099065977,0.670470467,0.089868089,29.99,"1"
"3311","3","0","1","1","0","0","0","0","0","1","1","0",35.73,7.387741935,0.020987042,6416.98,29.43224486,0.464246253,3.914224169,0.240305053,0.107373793,0.726697088,0.097404557,12.27,"1"
"3312","3","0","1","1","0","0","0","0","0","1","1","0",84.81,6.891935484,0.021654724,6621.13,30.36860321,0.479015797,4.038751417,0.247950125,0.110789786,0.749816251,0.100503389,21.95,"1"
"3313","3","0","1","1","0","0","0","0","0","1","1","0",154.56,6.938,0.015865265,4850.95,22.2494613,0.350949412,2.958978481,0.181659877,0.081169787,0.54935051,0.07363349,22.03,"1"
"3314","3","0","1","1","0","0","0","0","0","1","1","0",130.56,6.962666667,0.021756831,6652.35,30.51179746,0.481274456,4.057794967,0.249119261,0.111312183,0.75335179,0.100977283,21.81,"1"
"3315","1","1","0","1","1","0","0","0","0","0","0","1",237.32,6.958333333,0.062058127,18974.84,87.03036897,1.37276388,11.57425726,0.767,0.699,8.025,0.469,9.7,"1"
"3316","4","1","0","1","1","0","0","0","0","0","0","1",40.9,7.127058824,0.011142849,3407.028,15.62674067,0.246486662,2.07821613,0.116,0.151,0.526,0.283,3.18,"1"
"3317","4","1","0","1","1","0","0","0","0","0","0","1",160.97,7.178181818,0.028596453,8743.627,40.10368909,0.632571096,5.333430387,0.554304309,0.362183563,0.610625755,0.105497725,9.36,"1"
"3318","4","1","0","1","1","0","0","0","0","0","0","1",474.71,8.034666667,0.096665673,29556.414,135.5640214,2.138304068,18.02879704,1.68,1.074,1.081,0.202,46.7,"1"
"3319","4","1","0","1","1","0","0","0","0","0","0","1",653.97728,7.571295667,0.141007404,43114.304,197.7489025,3.119170399,26.2988276,3.601999,0.341,1.028,0.520203,27.088003,"1"
"3320","4","1","0","1","1","0","0","0","0","0","0","1",720.756,7.445333333,0.129381034,39559.435,181.4440714,2.861987953,24.13043154,2.408,0.323,3.188,0.342,27.43,"1"
"3321","4","1","0","1","1","0","0","0","0","0","0","1",706.874,7.3,0.118708147,36296.102,166.476405,2.625897126,22.13986637,2.301,0.239,5.496,0.5,12.526,"1"
"3322","4","1","0","1","1","0","0","0","0","0","0","1",346.58,7.742580645,0.087323372,26699.92,122.4623706,1.931646632,16.28639518,2.978,0.729,1.866,0.449,8.58,"1"
"3323","4","1","0","1","1","0","0","0","0","0","0","1",791.661,7.272903226,0.131060533,40072.957,183.7994014,2.899139489,24.44366926,2.177,0.259,4.461,1.002,15.278,"1"
"3324","4","1","0","1","1","0","0","0","0","0","0","1",456.69,7.984516129,0.096800482,29597.633,135.7530773,2.14128612,18.05393977,2.714,1.032,2.067,0.202,33.17,"1"
"3325","4","1","0","1","1","0","0","0","0","0","0","1",1012.263,7.390449067,0.133160921,40715.17,186.744988,2.945601373,24.83540582,4.129,0.303,0.246,0.771,23.973,"1"
"3326","4","1","0","1","1","0","0","0","0","0","0","1",941.791,7.455483871,0.152352991,46583.321,213.6599631,3.37014175,28.41485573,4.387,0.474,0.183,0.341,28.637,"1"
"3327","4","1","0","1","1","0","0","0","0","0","0","1",183.021,7.13516129,0.040239286,12303.53,56.4316092,0.890117734,7.504897083,0.497,1.549,1.832,0.801,15.434,"1"
"3328","4","1","0","1","1","0","0","0","0","0","0","1",629.823,7.288333333,0.114485748,35005.065,160.5549097,2.532495075,21.35236068,1.874,1.45,0.994,0.757,36.654,"1"
"3329","4","1","0","1","1","0","0","0","0","0","0","1",666.1,7.427214286,0.112465498,34387.355,157.721709,2.487805899,20.97557045,2.963,2.562,3.248,0.272,40.534,"1"
"3330","4","1","0","1","1","0","0","0","0","0","0","1",216.223,7.036566667,0.048530541,14838.657,68.05927184,1.073525382,9.05127176,1.003,1.149,1.344,0.025,26.759,"1"
"3331","4","1","0","1","1","0","0","0","0","0","0","1",712.558,7.392258065,0.123874151,37875.655,173.7212134,2.740172308,23.1033608,2.469,4.451,4.006,0.406,19.483,"1"
"3332","4","0","1","1","0","0","0","0","0","1","1","0",698.466,7.431290323,0.124733991,38138.559,174.927054,2.759192501,23.26372677,2.006,0.208,1.7,0.397,27.769,"1"
"3333","5","0","1","0","0","0","0","0","0","0","0","0",3.187628,7.48125,0.000647569,198,0.974217,0.016053,0.120775877,0.007414765,0.003313087,0.022422701,0.00300548,0.056825,"1"
"3334","5","1","0","1","1","0","0","0","0","0","0","1",119.868776,7.34516129,0.023420395,7161,28.267534,0.35927,4.368060875,0.268167344,0.119823302,0.81095435,0.108698178,2.29812,"1"
"3335","5","1","0","1","1","0","0","0","0","0","0","1",129.710961,7.326666667,0.024362313,7449,28.751882,0.320225,4.543734877,0.278952457,0.124642337,0.843569188,0.113069784,3.020575,"1"
"3336","5","1","0","1","1","0","0","0","0","0","0","1",101.406165,7.432411045,0.019701782,6024,23.815192,0.558708,3.674514552,0.225588616,0.100798153,0.682193689,0.091439439,4.380637,"1"
"3337","5","1","0","1","1","0","0","0","0","0","0","1",144.073718,7.306666667,0.024803837,7584,23.12987,0.595229,4.626082066,0.284007979,0.12690126,0.858857393,0.115118975,2.48634,"1"
"3338","5","1","0","1","1","0","0","0","0","0","0","1",161.110377,7.422580645,0.029729282,9090,44.645321,0.18835,5.544710704,0.340405133,0.152100798,1.029405815,0.137978835,6.177267,"1"
"3339","5","1","0","1","1","0","0","0","0","0","0","1",128.212281,7.303571429,0.023561028,7204,28.396036,0.714009,4.394289979,0.269777621,0.120542811,0.815823927,0.109350883,2.80478,"1"
"3340","5","1","0","1","1","0","0","0","0","0","0","1",139.713879,7.646666667,0.026566662,8123,27.530103,0.254214,4.954860841,0.304192617,0.135920218,0.919896968,0.123300558,2.635297,"1"
"3341","5","1","0","1","1","0","0","0","0","0","0","1",102.426213,7.09,0.017644607,5395,23.004154,0.324403,3.290837651,0.202033629,0.090273246,0.610961977,0.081891729,2.030835,"1"
