"","staff","process_1","process_2","process_3","process_4","process_5","process_6","process_7","process_8","process_9","process_10","process_11","COD","pH","water","N","P","Cu","Ni","NH3N","HW17"
"712","4","1","1","1","1","0","0","0","0","1","1","1",2121.28678813567,7.493988095,14130.723190423,90.0342953294198,1.40759846372954,1.33510811352637,1.41721616022754,82.1285266393656,310.368933256391
"8","5","1","1","1","1","0","0","0","0","1","1","0",3471.10105722951,7.99245373381844,209676.158365756,309.814481671331,4.65562172499475,7.974710164093,1.60315480027161,60.9624732643543,134.220520943632
"9","5","1","1","1","1","0","0","0","0","1","1","0",3308.71126300191,7.72601804939181,164868.611855041,243.607494151156,3.6672220123683,6.56680471770629,1.2605625196514,107.969645505226,231.118784308305
"10","5","1","1","1","1","0","0","0","0","1","1","0",2539.65728784554,7.258709678,57687.4346838886,367.55709250883,5.74639693556918,3.47937408970521,0.441070117631105,83.3703776498836,134.601255060846
"1110","5","1","1","1","1","0","0","0","0","1","0","0",1237.73459229497,7.88035824065446,82123.1829427844,523.250141352191,8.18050602115053,4.95319780577736,0.627902456685874,15.2927200136143,130.082728268867
"12","5","1","1","1","1","0","0","0","0","1","1","0",742.380624587638,7.508784947,39782.9029534892,253.477871205778,3.96287948781378,2.39947576951242,0.304174553294269,14.7611271502019,175.768713075079
"1310","5","1","1","1","1","0","0","0","0","1","1","0",3646.17326852315,7.67836078254486,156378.497022567,231.062622328282,3.48346010976126,6.46043907186612,1.19564828023332,141.219379354517,338.560090493509
"1410","4","1","1","1","1","0","0","0","0","1","1","0",400.58139704376,7.66402128796782,16800.5621086987,107.045248166278,1.67354813327605,0.906565572262693,0.128454765497708,33.5054659579081,3064.98271685736
"15","5","1","1","1","1","0","0","0","0","1","1","1",15919.5297153915,7.5064128762439,188196.905846731,1199.10181305246,18.7467882587378,13.0528327260309,4.68477516356676,1323.85708759327,124.165590082825
"1610","5","1","1","1","1","0","0","0","0","1","1","0",2762.7443357311,7.64201087091789,129111.499525413,190.773298245802,2.60173795866709,5.33465730191411,0.987168602564722,37.9457930116279,162.784973801337
"1710","5","1","1","1","1","0","0","0","0","1","1","0",934.987214817618,7.508784947,45464.5119044902,289.678400497192,4.52883948293495,2.74215772639347,0.34761534703307,14.8077237328732,109.595674589852
"18","4","1","1","1","1","0","0","0","0","1","1","1",963.800096768119,7.493988095,8333.73556753584,53.098627662183,0.830145295733788,1.68044013522565,0.994780123467211,108.743744906227,375.223633671896
"1910","5","1","1","1","1","0","0","0","0","1","1","1",4054.228304015,7.62857040838909,171811.850555471,1094.70397813472,17.1146298482011,4.32950874444176,6.0338394937065,342.64544676567,89.1986265544593
"20","4","1","1","1","1","0","0","0","0","1","0","0",731.321161717279,7.493988095,16197.9505510384,103.205691893577,1.61352041241169,0.976967163469,0.12384728154543,32.3036739622789,89.1970591590345
"21","5","1","1","1","1","0","0","0","0","1","1","0",2629.12791834678,7.24451109649707,54900.9213357663,349.802745322721,5.46882501941338,3.31130764000104,0.419764823595328,80.0672856168378,191.168783543397
"226","5","1","1","1","1","0","0","0","0","1","0","0",3134.21922965037,7.493988095,28498.4441825392,181.578628739123,2.83880490128356,1.71886215452168,0.217895148316283,56.8346252484085,138.497580927964
"23","5","1","1","1","1","0","0","0","0","1","1","0",7095.57321091068,7.31515588140387,68548.7393983423,436.760197239512,6.82832003499921,3.48295294383235,0.347482845340902,579.074661302104,99.3899347230717
"24","4","1","1","1","1","0","0","0","0","1","1","1",1052.44340081417,7.493988095,3977.93972431397,25.3455534550911,0.396253027842915,0.664763786350377,0.27236834813545,52.8786787764379,220.171533778177
"252","5","1","1","1","1","0","0","0","0","1","1","0",14249.6212082746,7.47999660353487,121574.732893669,774.616787742286,12.1103785628418,4.27946136206913,0.0877095448017228,1808.7114069733,178.246196217195
"26","5","1","1","1","1","0","0","0","0","1","1","1",4175.51366764853,7.56825460466097,142718.950269987,909.337755938087,14.2166096139049,10.5195254942372,6.61076413851338,284.625294008553,94.9733463131217
"273","5","0","0","1","1","0","0","0","0","0","1","0",2285.74241017839,7.62498638141027,56807.7026933345,426.667712335949,57.3334440543717,3.42631371873431,0.4343438089321,93.2699769298702,88.9665709390119
"282","5","1","1","1","1","0","0","0","0","1","1","0",3306.66341816433,7.52297342707715,154077.752746232,227.663075620504,3.78120813754626,4.27121779029479,1.17805710901159,119.557280766911,268.39348607381
"29","5","1","1","1","1","0","0","0","0","1","1","0",7869.53627885713,7.31340143378982,65101.9834314698,414.799095790202,6.48497961650421,3.79491804707005,0.493830338964994,385.085565800917,103.936759135095
"301","5","1","1","1","1","0","0","0","0","1","0","0",2175.17848065398,7.94288689567045,111322.304394607,709.293154740377,11.0891072221878,6.71432078112958,0.851154886234267,86.529111933035,142.38010231046
"31","5","1","1","1","1","0","0","0","0","1","1","0",1096.71123824484,7.49258324448936,45579.0120544825,290.407941361026,4.54024514422426,2.74906371616583,0.348490799147429,10.3418649203023,123.311184387395
"32","5","1","1","1","1","0","0","0","0","1","1","0",8433.96683323893,7.55689831472656,89686.9488391736,571.442885838531,8.93395261520642,3.41156450601411,0.0802847319813149,1245.69483565614,117.74836206964
"33","5","1","1","1","1","0","0","0","0","1","1","0",3126.51725102032,7.18795070281706,49824.8823436387,317.460621918049,4.96318743912479,3.00515017873898,0.380954133571688,53.5295276039432,96.5919112343029
"34","4","1","1","1","1","0","0","0","0","1","1","0",549.302491644412,7.6097886786755,20852.7762625622,132.864043167455,2.07719983159537,0.788705769615581,0.159437432841311,41.5868219572439,3404.62362705072
"3510","4","1","1","1","1","0","0","0","0","1","1","0",554.129716461269,7.64834600251307,21105.9956045944,134.477437235211,2.10242367545289,0.839744979650208,0.161373512713162,42.0918188734731,3437.76744705709
"3610","5","1","1","1","1","0","1","0","0","1","1","1",1912.0454372401,7.4715,76761.2587362588,489.086492267464,7.64639066328741,4.62979739359351,0.586905928261409,59.1491859055232,89.7589950221102
"37","4","1","1","1","1","0","0","0","0","1","1","1",1039.20417991278,7.33883950824153,28502.4342462624,181.604051507497,2.83920236172274,0.503002252006792,0.814596585776003,29.7806639921951,140.964104258846
"38","5","1","1","1","1","0","0","0","0","1","0","0",2077.2724628293,7.76189081312259,115121.382627442,733.499087216273,11.4675433916893,6.94345931801553,0.880202110474421,52.4503674875774,136.898039039397
"39","4","1","1","1","1","0","0","0","0","1","1","0",650.830214694124,7.52272663309007,23706.9379697265,151.04941383013,2.36151037810601,0.955661985249683,0.181259956939936,47.2788944819384,4044.88803758082
"408","4","1","1","1","1","0","0","0","0","1","1","0",813.320680167782,7.49421376983914,29196.6853345678,186.027491615056,2.9083585367667,1.91820764957706,0.223233803027504,58.2271319452963,5064.98670175949
"416","5","1","1","1","1","0","0","0","0","1","1","0",3128.56386400322,7.44794809592597,202819.421329473,299.683065441839,3.49675464225831,7.71392471772209,1.55072914064555,389.539062112096,143.444848799827
"42","5","1","1","1","1","0","1","0","0","1","1","1",1717.2569979506,7.42802580579068,66002.9629398743,420.539711769738,6.57472855314667,3.9809189013517,0.504649492358188,32.9974876881449,91.0548535106452
"43","5","1","1","1","1","0","0","0","0","1","1","0",5084.14370183013,7.29532252531871,62311.4551138608,397.019167159577,6.20700775967584,3.75826839267219,0.476424736124615,156.363887923638,131.083986327531
"441","5","1","1","1","1","0","0","0","0","1","0","0",428.831789313562,7.28008278755907,33836.9206681934,215.592879986726,2.29928056430428,0.531982911888205,1.03820037235891,15.3953721157947,121.783548041635
"45","5","0","1","1","1","0","0","0","0","0","1","0",4361.04338999187,7.21404440078986,98983.1055786032,804.699793968072,12.0064087309079,5.97009131670883,2530.18619903257,405.249722371114,106.306128247768
"46","5","0","1","1","1","0","0","0","0","0","1","0",3671.32120459586,7.87790708538857,185012.673111877,1514.18087345152,13.7111053645264,11.1588997600522,648.457514695251,53.3746045653229,505.461569141797
"472","5","1","1","1","1","0","0","0","0","1","1","0",8880.25735179736,7.12709044074842,237164.877892302,1501.49029373372,23.4508928189952,14.329094032263,3.16162998660592,468.428074082358,138.628591992827
"481","5","1","1","1","1","0","0","0","0","1","1","0",2685.84040701675,7.544655914,33238.9500167192,211.782893297311,3.31101914268413,2.08346280081556,0.0297543873140891,492.421784554064,124.775304380685
"49","5","1","1","1","1","0","0","0","0","1","1","0",1087.24497072608,7.508784947,47526.5643099563,302.81682468703,4.73424594084744,2.86652886100248,0.363381513283206,11.1019736863317,110.14978268403
"50","4","1","1","1","1","0","0","0","0","1","1","1",1352.85703462608,7.45446935631528,23648.8881922406,150.679548025822,2.35572788704707,0.837691254919749,0.392039197850282,60.5319750808093,217.902364298126
"51","5","1","1","1","1","0","0","0","0","1","1","0",604.645097347184,7.51839285034587,27410.4417125206,174.646390762936,2.73042611632735,1.65324010702017,0.209576432375877,11.9015751151645,94.1358310040131
"52","5","1","1","1","1","0","0","0","0","1","1","0",3912.86867496615,7.258709678,62433.2535310471,397.795209142497,6.21914041993287,3.76561457237846,0.477355990112725,90.2290759440586,148.610091930658
"53","5","1","1","1","1","0","0","0","0","1","0","0",877.266677480509,7.80489807645232,74112.2056407833,472.207976922658,7.38251152415652,4.47002175506336,0.566651636417392,19.5223536135876,127.842602020428
"54","5","1","1","1","1","0","0","0","0","1","0","0",1602.14604442587,7.74150833213486,108043.982413058,688.405235131164,10.7625449624942,6.51659126501514,0.826089291098406,36.1368287020542,134.691339289667
"553","5","1","1","1","1","0","0","0","0","1","1","0",12071.4929690732,7.63075485672022,92701.7701801358,590.651903731012,9.23426688998088,3.3072562209136,0.129902816723142,1373.33974396208,141.122026184119
"56","5","1","1","1","1","0","0","0","0","1","1","0",2177.3918999025,7.71284622323759,133604.298715395,197.411793830776,2.79019957889575,5.43059571417647,1.02151992143134,41.4485525537804,94.5751382422354
"57","5","0","0","1","0","0","0","0","0","0","0","0",2565.3758710358,7.47938032080139,115177.557002474,733.857003785214,11.4731390628422,12.8479273453075,0.00518851185968527,184.129139725757,130.652237394901
"583","5","1","1","1","1","0","0","0","0","1","1","0",3052.46767006089,7.71842092429793,148499.851503378,219.421248837449,4.05622930830295,3.78375312935162,1.13540925037986,60.6536929223587,209.424606318288
"59","5","1","1","1","1","0","0","0","0","1","1","0",3101.11248318435,7.2510473362506,58396.2258587754,372.073175178243,5.81700148673028,3.5221242945059,0.44648943632092,79.3211312322392,104.727977390763
"60","5","1","1","1","1","0","0","0","0","1","1","0",13396.5513362421,7.82713233043899,223837.575896839,330.739188877947,4.97005996937011,8.51331789715411,1.71143103284878,201.532114133437,133.671308923647
"61","5","1","1","1","1","0","0","0","0","1","0","0",306.323810627501,7.40483530948903,28371.6515538832,180.770765963296,1.46281608597394,0.278503870716157,0.878274470770505,10.7879632945376,90.9728753428124
"62","5","1","1","1","1","0","0","0","0","1","0","0",2021.00511162695,7.493988095,22815.8948351319,145.37210772856,2.2727512308115,1.37612347965928,0.174447164923603,45.5018815932229,158.494256366913
"63","5","0","0","1","1","0","0","0","0","0","1","0",2254.19463873733,7.26014585859915,55832.4354268997,375.970623738907,26.9375590533234,3.36749120914055,0.426887050609557,51.8476969912257,199.551019869162
"64","5","1","1","1","1","0","0","0","0","1","0","0",1882.77508877056,7.97148437654381,106380.577278177,677.806803177327,10.5968488017991,6.41626423961437,0.813371126549069,21.1813457021777,139.001517122923
"65","5","1","1","1","1","0","0","0","0","1","1","0",3593.34784780768,7.94209564010235,207021.75876497,305.892378895701,4.59668378685152,7.87375415814861,1.58285962936344,59.6516208953703,143.04253383236
"66","5","1","1","1","1","0","0","0","0","1","0","0",2054.7644456934,7.493988095,20035.8356472678,127.658883374181,1.99582223075359,1.20844630762626,0.153191218314388,39.9575921895112,167.087008375959
"67","4","1","1","1","1","0","0","0","0","1","1","1",1742.76747271232,7.493988095,8226.45134517767,52.4150632608619,0.819458432552475,1.52347611722536,1.59504982034676,46.3404098698217,408.18983225416
"682","4","1","1","1","1","0","0","0","0","1","1","1",3666.90895820563,7.493988095,20830.6126113104,132.722826890659,2.07499205193775,3.00216705288738,0.978854408054613,117.10745048004,402.51046821097
"69","5","1","1","1","1","0","0","0","0","1","1","0",1976.01607964891,6.80805986473664,47384.1343880536,301.909328490917,4.72005812205684,5.56550907038407,0.36229251407362,800.705133314915,80.9390422655081
"70","5","1","1","1","1","0","0","0","0","1","1","0",15426.4602425301,7.544655914,102888.766652743,655.558634754802,10.2490203727005,3.94780349287359,0.0921025541157195,1524.25603282401,195.592174190336
"713","5","1","1","1","1","0","0","0","0","1","0","0",1967.26860867796,7.493988095,24803.0205424471,158.033134383916,2.47069404349603,1.49597546711201,0.189640452225148,49.4648188037928,146.357821722995
"7210","4","1","1","1","1","0","0","0","0","1","1","1",2233.01544859591,7.493988095,15728.0078186999,100.211438709301,1.56670818224963,2.25708763934672,0.583598314549308,201.463508879342,360.664010054944
"731","5","1","1","1","1","0","1","0","0","1","1","1",5986.3705645941,7.40788694484558,75661.3700301,482.078520823694,7.53682785939302,4.56345843649868,0.578496331865585,253.679621439518,87.8787088561119
"741","5","0","1","1","1","0","0","0","0","0","1","0",4380.46322531333,8.13397160718975,177334.461719428,1294.32659805032,24.8458470305596,10.6957942331432,252.340546035214,42.3543730212962,229.054794025176
"75","5","1","1","1","1","0","0","0","0","1","1","0",5095.02394270107,7.53670728239223,43176.9777006833,275.103312769916,4.30097219084573,1.86544499150266,0.102870347924524,500.456893111466,159.541042453754
"761","5","1","1","1","1","0","0","0","0","0","1","0",254.207633508289,7.21029587950359,7384.62167166926,44.8225190229093,0.729233532560542,0.895930811283076,-5.7053701049094,19.9688426386342,86.4559861381364
"771","5","1","1","1","1","0","0","0","0","1","1","0",2253.34129133789,7.68416004662973,145211.12670354,214.561876255744,3.28450571068536,5.27464088976286,1.11026411708537,57.175910436086,105.013659811092
"78","5","0","0","1","0","0","0","0","0","0","0","0",1186.50752517199,7.4987693005568,46702.0821261059,297.563613536964,4.65211710291857,2.75905974366876,0.00210383304795923,62.1176311221551,157.99094384904
"79","4","1","1","1","1","0","0","0","0","1","1","1",1140.34985106468,7.493988095,7628.31503684998,48.6040211557475,0.759876503023903,1.58308136940002,1.55529404640198,61.1163144779205,337.388266070843
"80","5","1","1","1","1","0","1","0","0","1","1","1",1950.73165464355,7.4715,76206.9458680046,485.554672500622,7.59117410238113,4.59636443132843,0.582667729093611,43.1816973498509,82.5973692476819
"81","5","1","1","1","1","0","0","0","0","1","1","0",3146.44764837816,8.03067318503696,179717.822790228,265.548475085818,3.99043079918807,6.83529095148159,1.37409752528412,85.2003703775875,86.6245433086287
"821","5","1","1","1","1","0","0","0","0","1","0","0",4085.76185440965,7.493988095,30416.872452516,193.801947707616,3.02990458190221,1.83457070846667,0.232563184130242,60.6605587307361,209.112120251018
"83","5","1","1","1","1","0","0","0","0","1","1","0",2778.595399866,7.25430921132794,59945.0832586428,381.941763111548,5.97128724168598,3.61554245953457,0.458331785273635,83.7193944839913,127.710538614776
"84","5","1","1","1","1","0","0","0","0","1","0","0",231.906627806262,7.44173952169042,19917.5876647901,126.905463070001,1.09158241301681,0.226420018718073,0.548455443098635,10.3031000827775,92.9178015292948
"851","5","1","1","1","1","0","0","0","0","1","1","0",3433.22369136917,7.99802144841572,212483.709959475,313.962879600432,4.71796022992226,8.08149107044932,1.62462095002992,60.7701060316016,122.069937088593
"861","5","1","1","1","1","0","0","0","0","1","1","0",2498.54102140269,7.30123760140618,57431.0555168614,365.923565506694,5.72085833316425,3.46391077364219,0.439109877902984,122.914035838165,96.0714686418292
"871","5","1","1","1","1","0","0","0","0","1","0","0",1662.43364692804,7.71498539626071,124415.36415597,792.715948716917,12.3933413101538,7.50401879980005,0.951262603350759,39.3976456241815,149.721444917885
"881","5","1","1","1","1","0","0","0","0","1","1","1",2738.12594531702,7.70228736990604,138708.835226539,883.787196695169,13.8171515193125,4.70980318800909,4.34070640696287,276.627896554603,84.3719589016307
"891","5","1","1","1","1","0","0","0","0","1","1","0",1099.08446087008,7.508784947,41884.7471873309,266.869830136153,4.17224971438979,2.52624691886541,0.320244962333959,10.3789186635888,147.640622422627
"90","4","1","1","1","1","0","0","0","0","1","1","1",4545.31519450307,7.493988095,23583.821794487,150.264975690852,2.34924645250864,3.71555540250614,3.79844869561493,108.012725790478,325.393337908601
"911","5","1","1","1","1","0","0","0","0","1","1","0",21179.6412989679,7.51741311589363,116139.715969624,734.288701117497,11.6463434586672,6.9428912101944,-18.591380514846,1000.11566085308,80.6156563525794
"92","5","1","1","1","1","0","0","0","0","1","1","0",2436.56191847928,7.258709678,59729.6438723465,380.56908507444,5.94982675833717,3.60254839551897,0.456684565825739,86.321795965974,158.519645005068
"931","5","0","1","1","1","0","0","0","0","0","1","0",5322.6940733258,7.26259514562271,105900.473241155,767.010432992212,12.8454685207231,6.38730712668977,0.023296561969677,383.622378154577,89.8961592138419
"941","5","1","1","1","1","0","0","0","0","1","0","0",371.363075952905,7.36673262806474,34745.9543639803,221.38481342726,1.93757428816611,0.358512082507481,1.01848058985365,15.1930714287483,116.429973357997
"951","5","1","1","1","1","0","0","0","0","1","0","0",2181.20251256444,7.9187197933491,105876.811391723,674.597044808798,10.5466673582902,6.38587998014224,0.809519402598869,137.113628336588,118.60727994166
"961","4","1","1","1","1","0","0","0","0","1","1","0",462.957032008385,7.68358501226017,19331.3088067384,123.169971018885,1.92564246080314,0.923049864686559,0.147804503499918,38.5525499079556,3298.95904165412
"971","5","1","1","1","1","0","0","0","0","1","0","0",3749.23747671807,7.493988095,24979.6304651112,159.158409392545,2.48828662107763,1.50662756097725,0.19099078721417,49.8170330730319,199.77905506938
"981","5","1","1","1","1","0","0","0","0","1","1","0",3721.52116580321,8.01081396324433,221346.863956332,327.058948675424,4.91475653102921,8.41858749968393,1.69238739505766,67.7178349513584,117.750850018744
"99","5","0","1","1","1","0","0","0","0","0","1","0",4319.83918542597,8.14901796539928,176286.959898662,1290.17444403867,24.7377027238696,10.6326149505941,254.392351036104,22.3972568204256,224.889856181744
"1001","4","1","1","1","1","0","0","0","0","1","1","1",4298.32779937742,7.493988095,22532.9187330209,143.569117616947,2.24456323759219,3.19240319384262,2.58392620427534,178.282555560507,313.069056344438
"101","5","1","1","1","1","0","0","0","0","1","1","0",3525.67705464401,7.93885047848133,195725.455877823,289.201123905926,4.34586217012555,7.44411665393943,1.49648966533578,61.5535022255587,100.305358016993
"1021","5","1","1","1","1","0","0","0","0","1","1","0",3569.28390545871,7.258709678,64606.0227734633,411.639068723249,6.43557567294602,3.89666350928332,0.49396868157734,93.3691807713305,126.789096493894
"1031","5","1","1","1","1","0","0","0","0","1","1","0",3421.03508458287,7.14203577309098,70299.1269735426,447.912840292709,7.00268074033609,4.240038792587,0.537497366326389,38.6821081114514,121.467814026359
"1041","5","1","1","1","1","0","0","0","0","1","1","0",3810.56180753742,7.98854559107644,231329.414651743,341.809022279873,5.13640776812192,8.79825846040113,1.76871259216348,55.7448901937941,144.609486492145
"105","5","1","1","1","1","0","0","0","0","1","1","0",3847.39073236266,7.26108174861946,65181.6104231079,415.306441398214,6.49291147068546,3.93137964387016,0.498369544692417,131.068161659085,103.993785700486
"1061","5","1","1","1","1","0","0","0","0","1","1","1",8230.91395764842,7.54232929643613,86214.090967404,551.622414148498,8.59651797815878,22.9728232261681,4.09424460606184,1271.52512244292,144.091472736767
"1071","5","1","1","1","1","0","0","0","0","1","1","0",31151.7709540694,7.48584589039775,196040.797541415,1243.67854978576,19.6525638210982,11.9124431761822,-2.62570514009828,3884.68790481308,124.063104625068
"108","5","1","1","1","1","0","0","0","0","1","1","0",2555.56282299632,7.258709678,59135.5110756159,376.78355147194,5.89064362895107,3.56671372440767,0.452141908415893,85.4631501307452,102.512944438547
"109","5","1","1","1","1","0","0","0","0","1","1","0",4965.80346162493,7.12456141539587,152197.234969162,968.681160737999,14.5219057047268,16.9225516510522,8.68201657341412,290.719235037475,117.59338159644
"110","4","1","1","1","1","0","0","0","0","1","1","0",536.207882722566,7.58063745828117,21148.4429556693,134.747891767128,2.10665196777567,0.965138759198089,0.161698058998234,42.1764718924813,3636.95583033089
"111","5","1","1","1","1","0","1","0","0","1","1","1",1932.08577574543,7.4715,76679.2914686373,488.564235562187,7.63822568848855,4.6248535998173,0.586279217890387,57.1549272086884,87.1827780626144
"112","5","1","1","1","1","0","0","0","0","1","1","0",2101.22834333602,7.21841702445228,68065.0508042469,433.678361873398,6.78013854338088,4.10529217467436,0.520415929805854,71.1566403705041,128.907765818708
"113","5","1","1","1","1","0","0","0","0","1","0","0",2180.87891261964,7.78385862555607,121671.113620836,775.23088017747,12.1199793048746,7.33850140039374,0.930280444319319,56.7349886174216,226.49556039453
"114","5","1","1","1","1","0","0","0","0","1","1","0",585.805451525442,7.508784947,29158.3185287043,185.783036421895,2.90453671843867,1.75866197823664,0.222940455472532,16.3476966326971,288.044825290752
"115","5","0","0","1","1","0","0","0","0","0","1","0",2364.1063748982,7.56620438331375,49097.1819272396,487.814855896832,38.9076455809784,2.96125947696885,0.375390237553767,35.1896671832469,98.0099984603189
"116","5","1","1","1","1","0","0","0","0","1","1","0",3928.52929654608,7.258709678,62173.4279021455,396.139722930911,6.19325850641886,3.74994338563178,0.475369399399058,89.8535737066281,144.100181166288
"117","5","1","1","1","1","0","0","0","0","1","0","0",1396.2518552364,7.74856689157559,106016.63782777,675.487952782694,10.5605958420617,6.39431350628177,0.810588496008506,32.1698217172454,133.384187656271
"118","5","1","1","1","1","0","0","0","0","1","1","0",1126.97555559372,7.48946456361733,38548.5331060968,245.613049479313,3.83992066384845,2.32502568402264,0.294736732950217,8.2969939577927,102.98198455313
"119","5","1","1","1","1","0","0","0","0","1","1","0",8237.264556076,7.61546038290049,90708.7959949895,577.953613355891,9.03574149533627,3.27513858344925,0.119784103309307,1343.81462648356,103.439452218999
"120","5","1","1","1","1","0","0","0","0","1","1","0",3318.51514312178,7.97929043437101,184642.118828646,272.82454420367,4.09976921814877,7.02257897720086,1.41174800900152,72.9370163875969,89.2128098782917
"121","5","0","0","1","0","0","0","0","0","0","0","0",2548.8192017605,7.46498092142966,115920.398119275,738.590036594031,11.5471354181529,13.3970416485169,0.00522197527797441,188.003860853744,119.561477981035
"122","4","1","1","1","1","0","0","0","0","1","1","0",732.298667807961,7.2747538674817,25179.3073434845,160.43065619222,2.50817695956029,1.12102252978827,0.192517488491651,50.2152499180646,4337.54334161784
"123","5","1","1","1","1","0","0","0","0","1","1","0",3370.65704599165,7.31904056627693,59726.744425402,380.550611205827,5.94953793639893,3.60237351749877,0.456662396379736,109.632349273051,109.592495945199
"124","4","1","1","1","1","0","0","0","0","1","0","0",722.402513377816,7.493988095,16000.412405998,101.947072117983,1.59384311859066,0.965052799586809,0.122336932390424,31.9097224056498,81.5084895467716
"125","5","0","0","1","0","0","0","0","0","0","0","0",779.098556303026,7.22911926333978,32750.7569687292,208.67235778947,3.26238895028506,0.414670375771378,0.00147535439467025,64.9745936742816,98.3121765701703
"1261","5","1","1","1","1","0","0","0","0","1","1","0",3406.45400005868,7.24716263388915,58625.1173779001,373.531563861321,5.83980197219101,3.53592971374534,0.448239509031269,77.0796827437617,110.654713524649
"1271","5","1","1","1","1","0","0","0","0","1","1","0",3441.54900899035,7.258709678,68150.9936053131,434.225948813162,6.78869953103054,4.11047574975272,0.521073036321678,98.49240316374,213.561622108219
"128","5","1","1","1","1","0","0","0","0","1","1","0",3805.51066950806,7.258709678,62663.0523632749,399.259378775856,6.24203128541001,3.77947471538055,0.479112999878155,90.5611831965178,134.60366629706
"129","4","1","1","1","1","0","0","0","0","1","0","0",277.378318688972,7.493988095,6143.62133271992,39.1442539777772,0.611982262089155,0.370547884053789,0.0469732762676706,12.252262399481,80.4778794161511
"130","5","1","1","1","1","0","0","0","0","1","1","0",3386.90794969625,7.7178465597413,192735.384947758,284.783038017071,3.97160603199609,8.3551815907085,1.47362799839388,75.0039278886436,132.739682503448
"1311","5","1","1","1","1","0","1","0","0","1","1","1",1933.81983917157,7.4715,75746.2986919142,482.619646147463,7.54528782648637,4.56858084466828,0.579145684847756,58.081591281634,90.8550328650971
"132","5","1","1","1","1","0","0","0","0","1","1","0",967.560625876926,7.508784947,45626.3696783083,290.709681791779,4.54496256101131,2.75192005532963,0.348852888628156,17.1125997178786,115.145763926298
"1331","4","1","1","1","1","0","0","0","0","1","1","1",2214.30496594494,7.493988095,12004.7589369251,76.4886550365885,1.19582557900141,1.28657933554612,1.90486408640165,48.3884139874438,323.872342979099
"134","5","1","1","1","1","0","0","0","0","1","0","0",5679.50070529409,7.493988095,28123.0893244753,179.18704481214,2.80141481739555,1.69622290998297,0.215025236568707,56.0860527130814,203.272989189976
"1351","5","0","0","1","1","0","0","0","0","0","1","0",2624.8433348454,7.55912256062534,66420.6839059279,537.705761160756,39.6040380504141,4.00611342603082,0.507843328771454,58.3703769658813,115.732138629693
"136","5","1","1","1","1","0","0","0","0","1","0","0",3166.37984560043,7.493988095,28818.7018275854,183.619159223799,2.87070660698599,1.73817825263143,0.22034379394887,57.473317071634,150.638315395908
"1371","5","1","1","1","1","0","0","0","0","1","1","0",890.78757583148,7.35546218839917,33629.1757878864,214.269227700149,3.34989055705346,2.02831835976116,0.257124009736022,18.6648615681038,96.7912316789164
"1381","5","0","1","1","1","0","0","0","0","0","1","0",3908.98290234345,7.87245595733127,182114.065680542,1395.3767408634,18.1870871361808,10.9840724404264,369.942719418898,35.0792562533713,405.637601634136
"139","5","1","1","1","1","0","1","0","0","1","1","1",1973.16028594308,7.49082890578274,76558.3277140781,487.793511639201,7.62617617103057,4.61755776180844,0.585354346157081,50.9851744071568,79.6160863504671
"140","5","1","1","1","1","0","0","0","0","1","0","0",3136.69750689516,7.493988095,28497.2932486737,181.571295531331,2.83869025372054,1.71879273682512,0.217886348421699,56.832329933713,138.144259309005
"141","4","1","1","1","1","0","0","0","0","1","1","1",1431.63481168746,7.493988095,8950.89875995977,57.0309000871048,0.8916225428059,1.91344943220261,1.22349918886088,92.5942618124583,384.032389483627
"1421","5","1","1","1","1","0","0","0","0","1","0","0",1885.68865295572,7.493988095,21593.1831629351,137.581566344049,2.1509537084932,1.30237654786721,0.165098480579261,43.0634200661931,130.513958573956
"1431","5","1","1","1","1","0","1","0","0","1","1","1",1713.94677119784,7.33303573637933,66060.2202046937,420.904528037284,6.58043209934043,3.98437232995582,0.5050872731697,38.5833985979642,91.0087345223175
"1441","4","1","1","1","1","0","0","0","0","1","1","1",2210.29964642638,7.493988095,12384.7779053024,78.9099564496873,1.23368026687603,1.2822686777683,1.95299976492068,49.9280372570897,311.369675238152
"1451","5","1","1","1","1","0","1","0","0","1","1","1",1942.13130517227,7.4715,69322.5109769565,441.690304328669,6.90539745472851,4.18113493591751,0.530030296125102,39.8946720154015,89.8363950730942
"1461","5","1","1","1","1","0","0","0","0","1","1","0",3686.00308285762,7.89814122004417,205844.573737309,304.152987172998,4.57054572600313,7.82898173628014,1.57385903602714,58.8009434454549,149.77803740477
"1471","5","1","1","1","1","0","0","0","0","1","1","0",7017.61568088779,7.54697995189952,89112.945963645,588.458428602455,8.93074503921798,21.1578310703969,2.79832823164035,1333.59015867855,149.316035276071
"1481","5","1","1","1","1","0","0","0","0","1","1","0",11656.0077799854,7.52241541428186,92693.5058700425,590.599247482164,9.23344366030469,4.8100213195369,0.0584078311041909,1131.79637293685,102.788449626639
"1491","4","1","1","1","1","0","0","0","0","1","1","0",473.599957678318,7.52490909799506,17986.413698343,114.60093449419,1.79167392531559,0.846997517594695,0.137521622440654,35.8704171921023,3657.6691272023
"150","5","1","1","1","1","0","0","0","0","1","0","0",1958.00448373736,7.74279891255089,108980.992655927,694.375421946623,10.8558830136214,6.57310633074229,0.83325354105651,41.984172261521,138.407080782919
